U,V
-1.5,-1.02
-1.45,-0.91
-1.45,-0.8
-1.45,-0.7
-1.4,-0.59
-1.38,-0.5
-1.35,-0.4
-1.33,-0.3
-1.3,-0.21
-1.25,-0.12
-1.2,-0.03
-1.13,0.05
11.1,-6.44
10.65,-6.68
10.3,-6.89
9.849999,-7.08
9.4,-7.25
8.95,-7.4
8.5,-7.51
8.05,-7.61
7.6,-7.68
7.15,-7.73
6.7,-7.75
6.25,-7.75
5.8,-7.73
5.35,-7.69
4.9,-7.63
4.45,-7.55
4,-7.45
3.6,-7.34
3.2,-7.22
2.8,-7.08
2.4,-6.93
2.05,-6.78
1.7,-6.61
1.4,-6.45
1,-6.27
0.7,-6.09
0.4,-5.91
0.09999999,-5.73
-0.09999999,-5.54
-0.4,-5.35
-0.6,-5.16
-0.85,-4.98
-1.1,-4.79
-1.3,-4.6
-1.5,-4.4
-1.7,-4.21
-1.9,-4.01
-2.05,-3.81
-2.2,-3.61
-2.35,-3.4
-2.4,-3.19
-2.55,-2.98
-2.6,-2.77
-2.7,-2.55
-2.8,-2.33
-2.8,-2.1
-2.9,-1.88
-2.9,-1.65
-2.9,-1.43
-2.9,-1.2
-2.9,-0.98
-2.8,-0.75
-2.8,-0.54
-2.7,-0.32
-2.6,-0.09999999
-2.55,0.11
-2.4,0.31
-2.35,0.51
-2.2,0.7
-2.05,0.88
-1.9,1.06
-1.85,1.23
-1.7,1.39
-1.45,1.54
-1.3,1.67
-1.15,1.8
-1,1.92
-0.85,2.03
14.2,-10.43
13.63,-10.75
13,-11.04
12.38,-11.28
11.8,-11.48
11.13,-11.65
10.45,-11.77
9.82,-11.86
9.15,-11.9
8.42,-11.91
7.75,-11.87
7.07,-11.79
6.4,-11.68
5.77,-11.52
5.1,-11.34
4.47,-11.12
3.85,-10.88
3.3,-10.63
2.75,-10.35
2.17,-10.07
1.7,-9.77
1.22,-9.49
0.75,-9.19
0.32,-8.91
-0.05,-8.63
-0.45,-8.36
-0.8,-8.09
-1.15,-7.83
-1.5,-7.57
-1.8,-7.31
-2.1,-7.04
-2.38,-6.77
-2.65,-6.48
-2.9,-6.19
-3.15,-5.87
-3.38,-5.55
-3.55,-5.2
-3.75,-4.83
-3.9,-4.44
-4,-4.03
-4.1,-3.61
-4.18,-3.17
-4.15,-2.72
-4.15,-2.27
-4.1,-1.81
-4.03,-1.35
-3.95,-0.89
-3.78,-0.44
-3.6,0
-3.38,0.42
-3.15,0.83
-2.93,1.21
-2.7,1.58
-2.45,1.92
-2.15,2.23
-1.9,2.51
-1.65,2.78
-1.38,3
-1.1,3.21
-0.85,3.39
-0.55,3.55
-0.35,3.67
-0.09999999,3.78
0.12,3.87
0.35,3.93
0.57,3.98
0.75,4.01
1,4.02
16.2,-14.23
15.35,-14.58
14.5,-14.88
13.7,-15.11
12.9,-15.3
12.05,-15.44
11.2,-15.52
10.4,-15.57
9.599999,-15.55
8.75,-15.49
7.9,-15.38
7.15,-15.22
6.3,-15.01
5.55,-14.76
4.8,-14.46
4.05,-14.12
3.3,-13.76
2.6,-13.38
2,-12.98
1.4,-12.59
0.8,-12.21
0.25,-11.84
-0.3,-11.48
-0.75,-11.14
-1.2,-10.81
-1.65,-10.49
-2,-10.17
-2.45,-9.84
-2.8,-9.5
-3.15,-9.139999
-3.5,-8.74
-3.8,-8.309999
-4.1,-7.83
-4.3,-7.31
-4.5,-6.75
-4.65,-6.14
-4.8,-5.49
-4.85,-4.82
-4.9,-4.11
-4.85,-3.39
-4.8,-2.66
-4.65,-1.91
-4.5,-1.19
-4.35,-0.47
-4.1,0.22
-3.85,0.89
-3.5,1.52
-3.2,2.1
-2.9,2.64
-2.5,3.13
-2.1,3.56
-1.75,3.94
-1.3,4.25
-0.95,4.51
-0.6,4.72
-0.25,4.88
0.09999999,4.99
0.4,5.05
0.7,5.09
0.95,5.09
1.2,5.07
1.4,5.04
1.6,5
1.75,4.96
1.9,4.92
2.15,4.88
2.3,4.84
2.45,4.81
17.9,-17.63
16.88,-18.09
15.85,-18.44
14.82,-18.68
13.85,-18.83
12.85,-18.9
11.95,-18.92
11.05,-18.89
10.15,-18.83
9.25,-18.73
8.349999,-18.58
7.47,-18.4
6.6,-18.16
5.65,-17.86
4.7,-17.5
3.82,-17.09
2.95,-16.63
2.12,-16.13
1.35,-15.6
0.62,-15.07
-0.09999999,-14.55
-0.7,-14.05
-1.3,-13.57
-1.83,-13.12
-2.35,-12.69
-2.85,-12.26
-3.3,-11.82
-3.73,-11.36
-4.15,-10.84
-4.5,-10.26
-4.85,-9.62
-5.13,-8.889999
-5.3,-8.09
-5.45,-7.22
-5.55,-6.3
-5.58,-5.34
-5.55,-4.36
-5.43,-3.37
-5.25,-2.39
-5.08,-1.43
-4.85,-0.49
-4.6,0.41
-4.3,1.26
-3.95,2.05
-3.6,2.78
-3.25,3.44
-2.85,4.03
-2.5,4.53
-2.15,4.96
-1.78,5.3
-1.45,5.56
-1.08,5.75
-0.8,5.87
-0.48,5.92
-0.2,5.93
0,5.89
0.25,5.84
0.45,5.76
0.65,5.69
0.8,5.63
0.95,5.59
1.15,5.59
1.3,5.62
1.42,5.69
1.55,5.8
1.77,5.95
1.95,6.12
2.27,6.3
18.5,-20.09
17.45,-20.72
16.3,-21.17
15.3,-21.41
14.3,-21.5
13.4,-21.49
12.6,-21.41
11.75,-21.31
11,-21.2
10.2,-21.1
9.4,-20.98
8.45,-20.84
7.4,-20.66
6.4,-20.4
5.3,-20.06
4.25,-19.61
3.2,-19.08
2.2,-18.46
1.3,-17.79
0.45,-17.1
-0.2,-16.41
-0.8,-15.75
-1.4,-15.12
-1.9,-14.56
-2.4,-14.02
-2.9,-13.51
-3.4,-12.98
-3.85,-12.4
-4.4,-11.74
-4.85,-10.98
-5.3,-10.1
-5.65,-9.09
-6,-7.98
-6.25,-6.78
-6.4,-5.54
-6.55,-4.29
-6.6,-3.05
-6.65,-1.86
-6.6,-0.74
-6.45,0.31
-6.3,1.3
-6.1,2.22
-5.8,3.08
-5.5,3.88
-5.2,4.62
-4.8,5.29
-4.5,5.86
-4.1,6.32
-3.7,6.65
-3.4,6.85
-3,6.93
-2.7,6.9
-2.4,6.79
-2.1,6.64
-1.9,6.46
-1.6,6.3
-1.4,6.15
-1.2,6.05
-1,5.99
-0.85,6.01
-0.7,6.08
-0.45,6.25
-0.2,6.48
0.05,6.78
0.4,7.13
0.95,7.51
1.5,7.9
2.15,8.28
19.45,-20.08
18.4,-21.12
17.3,-21.91
16.3,-22.42
15.35,-22.76
14.55,-22.95
13.8,-23.07
13.17,-23.15
12.5,-23.23
11.75,-23.3
10.85,-23.33
9.849999,-23.29
8.65,-23.15
7.47,-22.89
6.25,-22.49
5.02,-21.96
3.9,-21.32
2.92,-20.59
2.05,-19.8
1.27,-19.01
0.6,-18.21
-0.03,-17.45
-0.65,-16.73
-1.33,-16.07
-2,-15.45
-2.7,-14.87
-3.4,-14.28
-4.13,-13.65
-4.8,-12.94
-5.4,-12.09
-5.95,-11.1
-6.4,-9.929999
-6.75,-8.62
-6.98,-7.2
-7.15,-5.74
-7.2,-4.29
-7.25,-2.92
-7.25,-1.67
-7.25,-0.54
-7.23,0.46
-7.1,1.39
-7.03,2.26
-6.85,3.11
-6.68,3.96
-6.45,4.82
-6.15,5.62
-5.95,6.35
-5.63,6.95
-5.25,7.4
-4.95,7.66
-4.55,7.79
-4.2,7.76
-3.8,7.64
-3.4,7.44
-3,7.22
-2.52,7
-2.1,6.8
-1.7,6.67
-1.35,6.62
-1,6.69
-0.65,6.87
-0.2,7.19
0.3,7.61
0.92,8.13
1.7,8.69
2.52,9.26
3.4,9.8
4.25,10.25
20.8,-19.34
19.9,-20.87
18.9,-22.15
17.9,-23.1
17,-23.81
16.2,-24.29
15.5,-24.63
14.95,-24.87
14.3,-25.05
13.6,-25.19
12.7,-25.26
11.65,-25.24
10.4,-25.09
9.2,-24.79
8,-24.35
6.85,-23.77
5.8,-23.09
4.9,-22.34
4,-21.56
3.25,-20.77
2.5,-20
1.7,-19.25
0.9,-18.52
0,-17.82
-0.8,-17.13
-1.7,-16.45
-2.6,-15.73
-3.5,-14.95
-4.3,-14.07
-5.1,-13.05
-5.8,-11.91
-6.4,-10.6
-6.9,-9.17
-7.2,-7.64
-7.5,-6.06
-7.6,-4.49
-7.7,-2.98
-7.7,-1.58
-7.7,-0.29
-7.65,0.87
-7.6,1.92
-7.45,2.9
-7.2,3.82
-7,4.72
-6.8,5.58
-6.45,6.39
-6.1,7.12
-5.75,7.74
-5.3,8.25
-4.95,8.61
-4.6,8.82
-4.2,8.88
-3.8,8.84
-3.4,8.72
-3,8.559999
-2.65,8.4
-2.3,8.26
-1.95,8.2
-1.6,8.24
-1.15,8.47
-0.7,8.86
-0.2,9.429999
0.5,10.09
1.25,10.78
2.1,11.41
3.05,11.91
4,12.24
4.85,12.39
19.2,-17.18
18.65,-18.96
18.05,-20.56
17.33,-21.88
16.75,-22.96
16.33,-23.77
16,-24.41
15.73,-24.88
15.45,-25.25
14.98,-25.53
14.35,-25.71
13.62,-25.77
12.8,-25.75
11.97,-25.63
11.1,-25.42
10.22,-25.11
9.3,-24.69
8.27,-24.12
7.15,-23.42
5.95,-22.6
4.75,-21.7
3.65,-20.83
2.55,-20.03
1.57,-19.38
0.65,-18.83
-0.13,-18.36
-0.95,-17.85
-1.7,-17.18
-2.5,-16.3
-3.25,-15.12
-4,-13.71
-4.73,-12.09
-5.4,-10.36
-5.95,-8.61
-6.4,-6.85
-6.8,-5.12
-7.1,-3.41
-7.25,-1.73
-7.35,-0.09999999
-7.33,1.41
-7.25,2.77
-7.13,3.91
-6.9,4.86
-6.73,5.61
-6.5,6.24
-6.28,6.81
-6,7.35
-5.73,7.86
-5.5,8.309999
-5.28,8.65
-5.05,8.92
-4.88,9.09
-4.65,9.21
-4.47,9.25
-4.3,9.25
-3.95,9.24
-3.55,9.28
-3.08,9.48
-2.4,9.83
-1.7,10.4
-0.9,11.06
-0.08,11.78
0.7,12.45
1.35,12.94
1.95,13.23
2.48,13.27
2.9,13.16
3.33,12.94
17.2,-15.32
16.9,-16.76
16.5,-18.03
16.25,-19.08
16.2,-19.97
16.45,-20.75
16.8,-21.52
17.05,-22.3
17.1,-23.08
16.9,-23.77
16.5,-24.33
15.9,-24.71
15.4,-24.97
14.9,-25.2
14.4,-25.47
13.65,-25.8
12.7,-26.09
11.4,-26.17
9.9,-25.95
8.349999,-25.32
6.9,-24.38
5.6,-23.24
4.4,-22.1
3.4,-21.11
2.4,-20.31
1.5,-19.73
0.6,-19.21
-0.3,-18.61
-1.1,-17.81
-1.85,-16.64
-2.5,-15.17
-3.11,-13.39
-3.7,-11.45
-4.21,-9.48
-4.7,-7.53
-5.16,-5.64
-5.6,-3.79
-5.95,-1.99
-6.3,-0.25
-6.5,1.3
-6.7,2.62
-6.75,3.6
-6.8,4.34
-6.9,4.9
-6.9,5.46
-6.9,6.11
-6.8,6.84
-6.65,7.58
-6.5,8.25
-6.45,8.78
-6.3,9.179999
-6.2,9.46
-6.1,9.71
-5.9,9.929999
-5.5,10.16
-5,10.49
-4.4,10.92
-3.6,11.47
-2.8,12.03
-2.1,12.58
-1.5,13.07
-0.95,13.44
-0.6,13.62
-0.2,13.49
0.09999999,13.16
0.35,12.75
0.5,12.43
0.6,12.32
17.6,-11.69
17.88,-13.18
17.9,-14.53
17.83,-15.62
17.85,-16.47
18.18,-17.13
18.75,-17.77
19.43,-18.58
20,-19.62
20.2,-20.86
20.1,-22.17
19.8,-23.35
19.45,-24.37
19.03,-25.16
18.5,-25.83
17.73,-26.38
16.55,-26.81
15.05,-27.02
13.55,-27.01
12.2,-26.78
11.1,-26.45
10.22,-26.03
9.3,-25.52
8.05,-24.79
6.55,-23.79
4.75,-22.44
3.1,-20.92
1.65,-19.37
0.55,-17.9
-0.23,-16.54
-0.9,-15.18
-1.45,-13.71
-2,-12.11
-2.68,-10.41
-3.35,-8.679999
-4.03,-6.98
-4.65,-5.28
-5.28,-3.58
-5.8,-1.87
-6.08,-0.26
-6.25,1.2
-6.3,2.35
-6.35,3.27
-6.38,3.99
-6.45,4.67
-6.55,5.4
-6.7,6.21
-6.8,7.06
-6.9,7.89
-6.93,8.65
-6.8,9.33
-6.58,9.9
-6.25,10.37
-6,10.71
-5.7,11
-5.38,11.32
-4.95,11.71
-4.43,12.14
-3.85,12.53
-3.33,12.73
-2.95,12.74
-2.72,12.56
-2.4,12.32
-1.97,12.13
-1.55,12.1
-1.25,12.29
-1.25,12.51
-1.52,12.51
17.9,-6.78
19.2,-8.28
20.1,-9.929999
20.6,-11.56
20.8,-13.02
21,-14.09
21.4,-14.89
22.15,-15.56
22.9,-16.34
23.45,-17.44
23.7,-18.83
23.65,-20.44
23.5,-22.1
23.2,-23.66
22.9,-25.06
22.2,-26.21
21.2,-27.1
20.1,-27.67
19,-28.05
18.15,-28.38
17.5,-28.78
16.8,-29.23
15.7,-29.46
14.05,-29
11.9,-27.72
9.54,-25.52
7.4,-22.88
5.79,-20.36
4.5,-18.27
3.45,-16.86
2.5,-15.79
1.6,-14.79
0.7,-13.62
-0.25,-12.17
-1.2,-10.54
-2.25,-8.82
-3.2,-7.06
-4.05,-5.27
-4.8,-3.44
-5.2,-1.66
-5.6,0.01
-5.8,1.49
-6.1,2.79
-6.25,3.83
-6.3,4.68
-6.25,5.31
-6.2,5.83
-6.2,6.36
-6.3,7.04
-6.35,7.99
-6.2,9.09
-5.9,10.15
-5.5,10.94
-5.4,11.25
-5.5,11.25
-5.75,11.16
-5.9,11.23
-5.75,11.57
-5.2,11.98
-4.6,12.23
-4,12.2
-3.6,11.99
-3.2,11.88
-2.65,12.19
-2.1,12.82
-1.95,13.48
-2.3,13.74
-2.9,13.14
15.95,-1.64
17.43,-2.86
18.9,-4.33
20.08,-5.99
21.15,-7.75
22.03,-9.429999
23,-10.95
24,-12.19
25.1,-13.31
26.18,-14.47
27.05,-15.81
27.63,-17.35
27.95,-19.04
27.98,-20.79
27.75,-22.56
27.2,-24.3
26.5,-25.94
25.73,-27.36
24.95,-28.55
24.3,-29.47
23.6,-30.21
22.6,-30.69
21.25,-30.85
19.47,-30.39
17.55,-29.32
15.67,-27.63
14,-25.67
12.37,-23.8
10.75,-22.17
9.02,-20.83
7.25,-19.57
5.52,-18.28
3.95,-16.89
2.55,-15.37
1.2,-13.71
-0.26,-11.84
-1.55,-9.73
-2.61,-7.46
-3.4,-5.24
-3.85,-3.32
-4.3,-1.71
-4.93,-0.34
-5.75,1.03
-6.5,2.48
-6.9,3.94
-6.68,5.13
-6.1,5.98
-5.45,6.51
-5,7
-4.9,7.7
-4.9,8.679999
-4.78,9.74
-4.65,10.53
-4.67,10.74
-5.05,10.58
-5.57,10.36
-6.05,10.39
-5.93,10.86
-5.4,11.58
-4.7,12.25
-4.25,12.65
-4.2,12.69
-4.25,12.66
-4,12.75
-3.65,12.95
-3.55,12.93
-3.85,12.44
-4.4,11.34
13,0.3
13.95,0.26
15.2,0.17
16.85,-0.08
18.7,-0.64
20.55,-1.67
22.5,-3.13
24.4,-4.97
26,-7.07
27.46,-9.37
28.7,-11.83
29.71,-14.35
30.5,-16.85
30.86,-19.16
30.9,-21.28
30.7,-23.19
30.3,-24.95
30,-26.53
29.8,-27.9
29.45,-28.93
28.9,-29.64
27.9,-30.01
26.6,-30.15
25.1,-30.09
23.5,-29.87
22,-29.5
20.4,-29
18.8,-28.31
16.9,-27.31
14.74,-25.85
12.5,-24
10.29,-21.94
8.2,-19.95
6.35,-18.2
4.5,-16.54
2.74,-14.69
1.2,-12.48
-0.21,-9.929999
-1.3,-7.41
-2,-5.36
-2.5,-3.78
-3,-2.47
-3.8,-0.9899999
-4.71,0.96
-5.5,3.17
-5.8,5.12
-5.6,6.51
-5,7.22
-4.5,7.61
-4.4,7.89
-4.4,8.28
-4.35,8.82
-4.1,9.32
-3.95,9.51
-4.1,9.45
-4.6,9.42
-5.1,9.63
-5.3,10.25
-5,11.16
-4.45,12.09
-4.2,12.72
-4.4,12.82
-4.7,12.67
-4.8,12.5
-4.8,12.44
-5.15,12.32
-6,11.89
-6.9,10.92
15.05,1.28
16.15,1.7
17.55,2.18
19.27,2.54
21.15,2.6
23.18,2.16
25.15,1.2
26.98,-0.32
28.55,-2.26
29.83,-4.64
30.75,-7.32
31.26,-10.21
31.45,-13.12
31.33,-15.86
31.15,-18.42
31,-20.74
30.95,-22.85
31,-24.62
31.15,-26.07
31.28,-27.14
31.25,-27.98
30.78,-28.69
30.1,-29.39
29.2,-30.12
28.1,-30.81
26.9,-31.45
25.5,-31.97
23.75,-32.24
21.8,-32.08
19.45,-31.16
16.95,-29.54
14.34,-27.28
11.7,-24.77
9.32,-22.3
7.2,-19.89
5.57,-17.45
4.15,-14.85
2.94,-12.11
1.8,-9.46
0.8,-7.35
0.15,-5.79
-0.2,-4.56
-0.55,-3.11
-1.16,-0.96
-2.05,1.68
-3.06,4.25
-3.75,6.28
-4.1,7.44
-4.15,8.08
-4.23,8.29
-4.4,8.3
-4.57,8.25
-4.55,8.33
-4.4,8.59
-4.25,8.87
-4.23,9.05
-4.35,9.29
-4.4,9.78
-4.4,10.47
-4.43,11.14
-4.55,11.58
-4.95,11.48
-5.4,11.04
-5.55,10.69
-5.4,10.77
-5.58,11.16
-6.45,11.32
-7.5,10.68
17.2,3.94
18.85,4.29
20.6,4.67
22.35,4.79
24,4.51
25.3,3.68
26.5,2.49
27.8,0.92
29.3,-0.9899999
30.91,-3.31
32.2,-5.85
32.76,-8.42
33,-10.87
33.15,-13.1
33.4,-15.23
33.8,-17.32
34.1,-19.39
34.2,-21.29
34.3,-22.99
34.55,-24.51
34.6,-26.02
34.35,-27.6
33.8,-29.22
32.9,-30.79
31.9,-32.21
30.85,-33.37
29.7,-34.27
28.25,-34.75
26.3,-34.7
23.75,-33.76
20.8,-32.07
17.79,-29.75
14.9,-27.18
12.29,-24.58
10.1,-22.03
8.34,-19.51
6.8,-16.97
5.54,-14.35
4.4,-11.72
3.29,-9.34
2.5,-7.39
1.9,-5.94
1.3,-4.56
0.64,-2.77
-0.2,-0.49
-1.31,2.01
-2.5,4.35
-3.5,6.15
-4.2,7.41
-4.35,7.83
-4.4,7.63
-4.75,7.08
-5.3,6.83
-5.8,7.43
-5.8,8.559999
-5.25,9.58
-4.7,10.14
-4.3,10.31
-4.2,10.47
-4.45,10.71
-4.8,10.92
-5.15,10.79
-5.4,10.31
-5.1,9.65
-4.4,9.309999
-3.65,9.45
-3.5,9.61
-4.1,9.26
20.15,7.65
21.1,7
21.8,6.42
22.75,5.89
24.05,5.28
25.58,4.57
27.2,3.74
29.1,2.54
31.3,0.81
33.51,-1.56
35.3,-4.22
36.41,-6.74
37.05,-9
37.48,-10.98
38,-12.93
38.3,-14.93
38.5,-16.96
38.55,-18.83
38.75,-20.49
39.03,-22.07
39.15,-23.92
38.93,-26.45
38.3,-29.49
37.11,-32.61
35.65,-35.24
33.88,-36.85
32.15,-37.6
30.55,-37.51
28.9,-36.94
26.87,-35.96
24.35,-34.66
21.47,-32.99
18.65,-30.96
16.17,-28.45
13.95,-25.59
11.82,-22.52
9.8,-19.51
7.84,-16.78
6.1,-14.24
4.77,-11.89
3.8,-9.69
3,-7.83
2.2,-6.19
1.4,-4.57
0.65,-2.71
-0.06,-0.5
-0.8,1.85
-1.78,4.03
-2.6,5.81
-3.03,6.65
-3.1,6.61
-3.3,5.92
-3.8,5.46
-4.5,6.02
-5,7.46
-5.03,9.09
-4.85,10.14
-4.6,10.31
-4.35,10.13
-4.25,9.98
-4.2,10.12
-4.15,10.52
-4,10.88
-3.72,10.95
-3.2,10.83
-2.5,10.55
-1.75,10.08
-1.47,9.26
17.5,11.37
18.35,10.45
19.3,9.969999
21.2,9.69
23.9,9.12
26.9,8.11
29.7,6.77
32.3,5.06
35,2.98
37.81,0.56
40.4,-1.99
42.66,-4.5
44.5,-6.96
45.56,-9.42
46,-11.95
45.81,-14.57
45.3,-17.15
44.7,-19.35
44.1,-20.97
43.55,-21.91
42.7,-22.79
41.75,-24.59
40.7,-27.66
39.46,-32
37.9,-36.4
35.66,-39.56
33,-41.14
30.4,-40.98
28.3,-40.06
26.85,-39.07
25.5,-38.27
23.7,-37.29
21.4,-35.65
18.94,-33.02
16.5,-29.79
14.39,-26.35
12.3,-22.94
10.09,-19.7
8.099999,-16.7
6.44,-14.04
5.4,-11.58
4.69,-9.4
4,-7.48
3.25,-5.82
2.5,-4.08
1.79,-1.94
1.2,0.44
0.59,2.65
0,4.35
-0.4,5.2
-0.6,5.43
-0.6,5.22
-0.5,5.03
-0.5,5.35
-1,6.3
-2.2,7.75
-3.4,9
-4,9.469999
-4,9.37
-3.7,9.099999
-3.4,9.26
-2.9,10.15
-2.2,11.12
-1.7,11.63
-1.5,11.67
-1.55,11.32
-1.5,10.69
-1.2,9.65
15.4,13.95
17.72,14.45
20.15,15.19
23.32,15.55
26.75,15.03
29.38,13.46
30.9,11.32
32.03,8.84
33.6,6.15
35.51,3.2
37.5,0.17
39.61,-2.69
41.7,-5.3
43.1,-7.5
43.85,-9.61
44.63,-11.94
46.05,-14.61
47.81,-17.54
48.8,-20.64
48.36,-23.67
46.95,-26.26
45.05,-28.43
42.85,-30.83
40.76,-34.02
38.8,-37.47
36.9,-40.19
34.85,-41.69
32.57,-41.76
30.3,-41.22
28.65,-40.81
27.45,-40.81
26.25,-40.84
24.55,-40.08
22.14,-37.82
19.4,-34.62
16.71,-30.93
14.3,-27.07
12.06,-23.11
10.1,-19.33
8.72,-16.12
7.65,-13.26
6.77,-10.61
6.05,-8.28
5.57,-6.66
5.2,-5.33
4.62,-3.62
3.8,-1.33
3.17,1.09
2.75,3.03
2.45,4.14
2.2,4.74
1.87,4.95
1.75,5.02
1.8,5.03
1.6,5.17
0.65,5.92
-0.65,7.26
-1.55,8.45
-1.8,8.79
-1.7,8.34
-1.55,8.309999
-1.3,9.34
-0.75,10.54
-0.4,10.91
-0.55,10.7
-0.85,10.59
-0.85,10.81
-0.32,10.89
18,19.63
20.6,21.37
22.5,21.88
24,21
25.5,19.6
27.25,18.24
29.4,16.68
32.26,14.56
35.6,11.91
38.31,8.58
40.2,4.81
41.51,0.87
42.6,-2.9
43.16,-6.2
43.1,-9.309999
43.16,-12.4
44.1,-15.38
46,-17.89
47.6,-20.22
47.46,-22.95
46.4,-26.11
45.41,-29.57
44.4,-33.29
42.61,-37.2
40.2,-40.41
37.95,-41.9
36.4,-42.29
35.4,-42.3
34.3,-42.38
32.5,-42.57
30.3,-42.77
28.15,-42.91
26.3,-42.7
24.24,-41.49
21.8,-39.18
19.09,-35.6
16.4,-31.19
13.89,-26.29
11.9,-21.67
10.69,-18.1
9.9,-15.14
8.74,-12.25
7.4,-9.42
6.4,-7.31
6,-5.88
5.85,-4.48
5.8,-2.54
5.74,-0.26
5.8,1.74
5.65,3.03
5.3,3.8
4.65,4.16
3.9,4.35
3.45,4.27
3.3,3.98
2.95,4.2
2.3,5.57
1.45,7.6
1,8.69
0.85,8.059999
0.6,7.24
0.5,7.64
0.7,8.599999
0.75,8.96
0.4,8.809999
-0.15,9.04
-0.3,10
0.2,11.23
16.9,23.86
19.55,25.06
21.95,24.07
23.06,21.56
23.35,19.41
24.58,18.5
27.6,17.78
31.28,16.16
34.15,13.92
36.21,11.5
38.2,8.72
39.73,5.06
40.35,1.11
40.71,-2.29
41.65,-5.53
42.36,-9.45
42.45,-13.7
43.26,-17.3
44.95,-20.03
45.35,-22.1
44.1,-23.83
42.95,-25.53
43.15,-27.94
43.48,-31.44
42.35,-35.01
39.65,-37.49
36.5,-39.11
34.03,-40.4
32.35,-41.6
31.2,-42.53
29.6,-43.16
27.57,-43.22
25.85,-42.82
24.57,-41.94
23.15,-40.56
21.32,-38.04
19.3,-34.28
17.04,-29.35
14.95,-24.28
13.47,-20.16
12.5,-17.05
11.29,-14.47
9.849999,-11.68
8.67,-8.849999
7.95,-6.4
7.79,-4.4
8,-2.44
8.55,-0.51
8.7,1.18
8.37,2.36
8,3.04
7.9,3.12
7.45,3
6.47,2.97
5.8,3.12
5.65,3.61
5.55,4.7
5.07,6.2
4.4,7.06
3.55,6.82
2.7,6.68
2.32,7.46
2.75,8.349999
3.3,8.25
3.35,7.56
2.8,7.41
2.25,8.28
2.15,10.01
14.6,24.19
17.35,24.84
20.3,24.03
21.65,22.23
22.5,20.59
24.55,19.44
27.5,18.15
29.35,16.36
29.5,14.63
30.25,13.21
32.4,11.1
33.31,7.09
32.2,2.46
31.86,-1.04
34.1,-3.82
36.66,-7.7
36.7,-12.84
36.41,-17.91
38.2,-21.94
40.11,-25.25
39.5,-28.14
38.45,-29.7
39.2,-30.42
41,-31.18
42,-32.59
41.51,-34.92
39.3,-37.54
35.3,-39.49
31.5,-40.45
29.7,-41.05
28.6,-42.18
27.2,-43.31
26,-43.35
25.45,-42.03
25,-40.43
24.24,-38.77
23.2,-36.5
21.74,-32.86
19.8,-28.27
17.74,-23.55
16,-19.61
14.54,-16.68
13.3,-13.74
12.54,-10.35
11.9,-7.08
11.24,-4.46
11,-2.2
11.05,-0.42
11,0.82
10.7,1.59
10.5,2.21
10.65,2.41
10.6,2.14
9.9,1.9
9,2.28
8.599999,3.24
8.2,4.14
7.7,4.65
7.1,4.86
6.3,5.16
5.5,6.08
5.35,7.45
5.8,8.32
6.05,8.12
6,7.59
6.45,7.58
7.4,8.29
7.95,9.94
15.9,27.2
