U,V
-1.729822,-0.7799951
-1.749822,-0.6899951
-1.729822,-0.5899951
10.80018,-6.959995
10.35018,-7.139995
9.900178,-7.289995
9.450178,-7.419995
9.000178,-7.539995
8.600178,-7.629995
8.200178,-7.699995
7.750178,-7.759995
7.300178,-7.789995
6.850178,-7.819995
6.400178,-7.819995
6.000178,-7.809995
5.600178,-7.779995
5.150178,-7.749995
4.800178,-7.689995
4.350178,-7.629995
4.000178,-7.559995
3.600178,-7.469995
3.200178,-7.379995
2.850178,-7.279995
2.500178,-7.169995
2.150178,-7.049995
1.800178,-6.929995
1.500178,-6.799995
1.200178,-6.659995
0.9001782,-6.519995
0.6001782,-6.379995
0.3001782,-6.229995
0.00017822265,-6.069995
-0.1998218,-5.909995
-0.4998218,-5.739995
-0.6998218,-5.579995
-0.8998218,-5.399995
-1.149822,-5.219995
-1.399822,-5.039995
-1.549822,-4.859995
-1.699822,-4.669995
-1.849822,-4.479995
-2.099822,-4.279995
-2.149822,-4.089995
-2.299822,-3.879995
-2.449822,-3.679995
-2.499822,-3.479995
-2.649822,-3.269995
-2.699822,-3.059995
-2.799822,-2.859995
-2.799822,-2.649995
-2.899822,-2.439995
-2.899822,-2.239995
-2.899822,-2.039995
-2.899822,-1.839995
-2.899822,-1.639995
-2.899822,-1.439995
-2.899822,-1.249995
-2.899822,-1.059995
-2.799822,-0.8799951
-2.799822,-0.6999951
-2.749822,-0.5199951
-2.699822,-0.3499951
-2.599822,-0.1799951
-2.499822,-0.01999512
-2.449822,0.1400049
-2.399822,0.2900049
-2.249822,0.4400049
-2.199822,0.5800049
-2.049822,0.7200049
-1.999822,0.8600048
-1.849822,0.9900048
14.30018,-11.46
13.62018,-11.67
12.90018,-11.83999
12.22018,-11.96
11.55018,-12.04999
10.82018,-12.08999
10.15018,-12.09999
9.450178,-12.06999
8.750178,-12.01999
8.070178,-11.93999
7.450178,-11.83999
6.770178,-11.7
6.150178,-11.55999
5.520178,-11.39999
4.900178,-11.21999
4.300178,-11.02999
3.700178,-10.83
3.170178,-10.62
2.600178,-10.41
2.070178,-10.18999
1.600178,-9.969995
1.070178,-9.729995
0.6001782,-9.499995
0.1201782,-9.249995
-0.2998218,-9.009995
-0.7298217,-8.759995
-1.149822,-8.499995
-1.529822,-8.229995
-1.899822,-7.959995
-2.229822,-7.669995
-2.549822,-7.379995
-2.849822,-7.069995
-3.149822,-6.759995
-3.399822,-6.429995
-3.599822,-6.099995
-3.849822,-5.759995
-4.049822,-5.399995
-4.199821,-5.039995
-4.349822,-4.669995
-4.449821,-4.289995
-4.549822,-3.919995
-4.599822,-3.539995
-4.649822,-3.159995
-4.629822,-2.779995
-4.649822,-2.409995
-4.579822,-2.039995
-4.449821,-1.679995
-4.379822,-1.329995
-4.299822,-0.9899951
-4.149822,-0.6699951
-3.999822,-0.3599951
-3.829822,-0.06999511
-3.649822,0.2100049
-3.449822,0.4700049
-3.249822,0.7100049
-3.029822,0.9400049
-2.849822,1.140005
-2.629822,1.330005
-2.399822,1.500005
-2.199822,1.660005
-1.999822,1.790005
-1.799822,1.920005
-1.549822,2.030005
-1.349822,2.130005
-1.149822,2.220005
-0.9798217,2.300005
-0.7998217,2.370005
-0.6298218,2.450005
16.50018,-16
15.60018,-16.26999
14.70018,-16.46
13.80018,-16.56999
12.80018,-16.62
11.90018,-16.59999
11.00018,-16.52999
10.10018,-16.39999
9.200178,-16.23999
8.400178,-16.02999
7.500178,-15.79999
6.700178,-15.54999
5.900178,-15.26999
5.150178,-14.99
4.400178,-14.68999
3.650178,-14.37999
2.900178,-14.06999
2.150178,-13.75999
1.500178,-13.43999
0.8001782,-13.12
0.2001782,-12.79
-0.3998218,-12.46
-0.9998218,-12.12999
-1.549822,-11.79
-2.099822,-11.42999
-2.599822,-11.06999
-3.099822,-10.68999
-3.549822,-10.29
-3.899822,-9.859995
-4.349822,-9.419995
-4.699821,-8.949995
-4.999822,-8.449995
-5.299822,-7.919995
-5.599822,-7.379995
-5.799822,-6.809995
-6.049822,-6.209995
-6.199821,-5.609995
-6.249822,-4.989995
-6.299822,-4.359995
-6.299822,-3.729995
-6.299822,-3.099995
-6.249822,-2.479995
-6.099822,-1.869995
-5.949821,-1.269995
-5.799822,-0.6999951
-5.549822,-0.1599951
-5.299822,0.3700049
-5.049822,0.8600048
-4.799822,1.310005
-4.449821,1.740005
-4.099822,2.120005
-3.799822,2.470005
-3.399822,2.780005
-3.099822,3.060005
-2.799822,3.300005
-2.399822,3.500005
-2.099822,3.670005
-1.699822,3.800005
-1.399822,3.910005
-1.049822,3.980005
-0.6998218,4.030005
-0.3998218,4.050005
-0.09982178,4.050005
0.2001782,4.040005
0.4001782,4.000005
0.7001782,3.960005
0.9001782,3.900005
1.150178,3.840005
17.25018,-19.81999
16.20018,-20.16999
15.10018,-20.41999
14.05018,-20.54
13.00018,-20.56999
11.95018,-20.48999
10.95018,-20.34999
9.950178,-20.13
9.000178,-19.87
8.070178,-19.55999
7.150178,-19.22999
6.250178,-18.88
5.350178,-18.50999
4.470178,-18.13
3.600178,-17.74999
2.750178,-17.34999
1.950178,-16.96
1.150178,-16.55
0.4001782,-16.14999
-0.3498218,-15.72999
-1.049822,-15.31999
-1.699822,-14.87999
-2.349822,-14.43999
-2.929822,-13.96999
-3.449822,-13.47999
-3.999822,-12.96
-4.499822,-12.41
-4.929821,-11.80999
-5.349822,-11.17
-5.749822,-10.47999
-6.149822,-9.749995
-6.449821,-8.969995
-6.699821,-8.149995
-6.949821,-7.299995
-7.099822,-6.429995
-7.179821,-5.529995
-7.199821,-4.639995
-7.179821,-3.739995
-7.099822,-2.869995
-6.999822,-2.009995
-6.799822,-1.179995
-6.549822,-0.3899951
-6.299822,0.3500049
-5.979822,1.060005
-5.649822,1.720005
-5.279822,2.330005
-4.949821,2.890005
-4.549822,3.400005
-4.199821,3.860005
-3.829822,4.260005
-3.449822,4.610005
-3.099822,4.910005
-2.749822,5.160005
-2.399822,5.360005
-2.049822,5.520005
-1.699822,5.650005
-1.349822,5.750005
-1.049822,5.830005
-0.6998218,5.870005
-0.3798218,5.900005
0.00017822265,5.900005
0.3001782,5.890005
0.6501782,5.850005
0.9701782,5.790005
1.350178,5.720005
1.670178,5.640005
2.000178,5.540005
2.350178,5.450005
17.30018,-22.52999
16.15018,-23.05999
15.00018,-23.42999
13.90018,-23.59999
12.80018,-23.63999
11.75018,-23.52999
10.70018,-23.32999
9.700178,-23.05999
8.800178,-22.72
7.850178,-22.34999
6.900178,-21.96
6.000178,-21.55
5.100178,-21.13
4.200178,-20.71
3.300178,-20.25999
2.400178,-19.80999
1.500178,-19.32999
0.6001782,-18.84999
-0.1998218,-18.33999
-0.9998218,-17.81999
-1.699822,-17.26999
-2.449822,-16.71
-3.099822,-16.13
-3.699822,-15.50999
-4.199821,-14.85999
-4.749822,-14.16
-5.199821,-13.41
-5.649822,-12.58999
-6.099822,-11.71999
-6.499822,-10.79
-6.799822,-9.799994
-7.099822,-8.759995
-7.299821,-7.689995
-7.449821,-6.589995
-7.599822,-5.479995
-7.599822,-4.369995
-7.599822,-3.289995
-7.449821,-2.239995
-7.199821,-1.229995
-6.899822,-0.2799951
-6.599822,0.6300049
-6.249822,1.490005
-5.799822,2.290005
-5.349822,3.050005
-4.899822,3.760005
-4.449821,4.410005
-3.999822,5.010005
-3.549822,5.540005
-3.099822,5.990005
-2.649822,6.350005
-2.299822,6.640005
-1.899822,6.840005
-1.499822,6.980005
-1.199822,7.050005
-0.8998218,7.100005
-0.4998218,7.110005
-0.1998218,7.110005
0.1001782,7.110005
0.4001782,7.090005
0.7501782,7.070005
1.100178,7.040005
1.450178,7.000005
1.800178,6.950005
2.200178,6.910005
2.600178,6.860005
2.950178,6.830005
3.300178,6.810005
3.750178,6.810005
17.55018,-23.60999
16.45018,-24.47999
15.35018,-25.09999
14.20018,-25.45
13.05018,-25.57999
12.05018,-25.50999
11.05018,-25.30999
10.12018,-24.99999
9.200178,-24.63999
8.400178,-24.25999
7.550178,-23.87
6.670178,-23.48999
5.800178,-23.09999
4.900178,-22.7
4.000178,-22.26999
3.020178,-21.8
2.100178,-21.27999
1.150178,-20.71
0.2501782,-20.08999
-0.5498218,-19.41999
-1.399822,-18.72999
-2.099822,-17.99999
-2.849822,-17.24999
-3.479822,-16.47999
-4.099822,-15.67999
-4.649822,-14.83
-5.149822,-13.95
-5.649822,-13
-6.099822,-12
-6.479822,-10.92999
-6.799822,-9.799994
-7.049822,-8.619995
-7.249822,-7.419995
-7.349822,-6.189995
-7.399822,-4.969995
-7.379822,-3.749995
-7.249822,-2.569995
-7.099822,-1.409995
-6.899822,-0.2999951
-6.599822,0.7800049
-6.299822,1.820005
-5.899822,2.830005
-5.499822,3.800005
-5.049822,4.720005
-4.599822,5.570005
-4.079822,6.350005
-3.549822,7.020005
-2.999822,7.580005
-2.499822,8.000005
-1.929822,8.290005
-1.449822,8.470005
-0.9998218,8.540005
-0.5998217,8.560004
-0.2298218,8.530005
0.1001782,8.480004
0.4701782,8.430005
0.8001782,8.380005
1.220178,8.340005
1.600178,8.290005
2.020178,8.240005
2.450178,8.170005
2.900178,8.120005
3.300178,8.050005
3.720178,8.020004
4.150178,8.000005
4.620178,8.020004
5.150178,8.050005
5.620178,8.110004
18.10018,-23.35999
17.20018,-24.63999
16.20018,-25.60999
15.25018,-26.21
14.20018,-26.50999
13.20018,-26.51999
12.30018,-26.35999
11.40018,-26.05
10.60018,-25.7
9.850178,-25.35999
9.100178,-25.04
8.300178,-24.76999
7.500178,-24.51999
6.600178,-24.27999
5.700178,-23.99999
4.700178,-23.63999
3.700178,-23.2
2.750178,-22.63
1.800178,-21.96
0.9001782,-21.17999
0.00017822265,-20.31999
-0.7998217,-19.41999
-1.599822,-18.47999
-2.299822,-17.55
-2.999822,-16.59999
-3.649822,-15.64999
-4.299822,-14.67999
-4.849822,-13.67999
-5.399822,-12.62
-5.849822,-11.5
-6.199821,-10.30999
-6.499822,-9.069995
-6.699821,-7.769995
-6.899822,-6.439995
-6.999822,-5.089995
-6.999822,-3.729995
-6.899822,-2.379995
-6.849822,-1.029995
-6.699821,0.3000049
-6.449821,1.620005
-6.199821,2.920005
-5.899822,4.180005
-5.599822,5.390005
-5.149822,6.520005
-4.699821,7.520005
-4.199821,8.370005
-3.699822,9.040005
-3.099822,9.520004
-2.599822,9.840005
-2.099822,10.01
-1.699822,10.06
-1.249822,10.03
-0.8998218,9.960005
-0.5998217,9.880005
-0.1998218,9.790005
0.1001782,9.720005
0.4001782,9.670005
0.8501782,9.640005
1.200178,9.610004
1.700178,9.600004
2.200178,9.580005
2.700178,9.580005
3.200178,9.590005
3.800178,9.610004
4.400178,9.640005
5.000178,9.680005
5.600178,9.730004
6.200178,9.790005
17.75018,-21.10999
17.43018,-22.71
16.90018,-24.01999
16.33018,-24.91999
15.70018,-25.49999
15.00018,-25.74999
14.40018,-25.76999
13.80018,-25.63
13.30018,-25.41999
12.70018,-25.21
12.10018,-25.05
11.40018,-24.96
10.60018,-24.92999
9.720178,-24.91999
8.750178,-24.88999
7.700178,-24.79
6.650178,-24.56999
5.570178,-24.17999
4.500178,-23.64999
3.570178,-22.93999
2.650178,-22.10999
1.770178,-21.16999
0.9501782,-20.17999
0.1201782,-19.14999
-0.6498218,-18.12
-1.449822,-17.08999
-2.249822,-16.04
-2.929822,-14.95999
-3.599822,-13.83
-4.249822,-12.62
-4.799822,-11.34999
-5.279822,-9.979995
-5.649822,-8.559995
-5.929821,-7.069995
-6.199821,-5.549995
-6.349822,-3.979995
-6.449821,-2.399995
-6.499822,-0.7999951
-6.449821,0.8000048
-6.349822,2.380005
-6.199821,3.910005
-5.999822,5.350005
-5.749822,6.670005
-5.449821,7.790005
-5.099822,8.690004
-4.799822,9.320004
-4.449821,9.710005
-4.199821,9.890005
-3.999822,9.920005
-3.799822,9.870005
-3.599822,9.800005
-3.469822,9.750005
-3.299822,9.730004
-3.079822,9.790005
-2.849822,9.900004
-2.479822,10.1
-2.049822,10.34
-1.529822,10.63
-0.8998218,10.91
-0.2498218,11.15
0.4501782,11.31
1.170178,11.39
1.850178,11.41
2.520178,11.43001
3.100178,11.45
3.670178,11.53
4.150178,11.65
4.600178,11.79
16.80018,-17.14999
16.95018,-18.88
17.10018,-20.40999
17.10018,-21.62
17.00018,-22.57999
17.00018,-23.23999
16.90018,-23.71
16.85018,-23.99999
16.80018,-24.2
16.60018,-24.35999
16.30018,-24.52999
15.70018,-24.72
15.00018,-24.91999
14.15018,-25.10999
13.10018,-25.26999
11.95018,-25.33999
10.80018,-25.3
9.650178,-25.10999
8.500178,-24.76999
7.550178,-24.25999
6.600178,-23.62
5.600178,-22.83999
4.700178,-21.96
3.750178,-21.00999
2.800178,-20.00999
1.750178,-18.95
0.7001782,-17.84999
-0.2498218,-16.66999
-1.199822,-15.41999
-2.049822,-14.08
-2.799822,-12.66
-3.399822,-11.16
-3.899822,-9.579995
-4.349822,-7.939995
-4.799822,-6.239995
-5.109822,-4.489995
-5.399822,-2.689995
-5.659822,-0.8599951
-5.899822,0.9600049
-5.949821,2.740005
-5.999822,4.430005
-5.999822,5.940005
-5.999822,7.250005
-5.949821,8.260005
-5.899822,8.970005
-5.799822,9.330005
-5.799822,9.450005
-5.849822,9.360004
-5.899822,9.210005
-5.899822,9.080005
-5.899822,9.040005
-5.849822,9.150004
-5.699821,9.370005
-5.499822,9.720005
-5.099822,10.15
-4.699821,10.66
-4.099822,11.2
-3.449822,11.7
-2.799822,12.13
-2.049822,12.4
-1.299822,12.53
-0.5998217,12.53
0.1001782,12.5
0.6001782,12.49
1.000178,12.53
1.350178,12.64
1.500178,12.79
1.650178,12.92
16.35018,-12.75
16.95018,-14.37999
17.40018,-15.91999
17.83018,-17.27999
18.15018,-18.48999
18.48018,-19.49999
18.85018,-20.39999
19.28018,-21.18999
19.55018,-21.91999
19.80018,-22.60999
19.85018,-23.27999
19.70018,-23.92999
19.30018,-24.52999
18.63018,-25.05999
17.80018,-25.48999
16.77018,-25.76999
15.75018,-25.93999
14.72018,-25.96
13.75018,-25.85999
12.80018,-25.63
11.85018,-25.27999
10.90018,-24.80999
9.850178,-24.22
8.650178,-23.47
7.350178,-22.56999
5.950178,-21.48999
4.500178,-20.27999
3.150178,-18.91999
1.900178,-17.47999
0.8201782,-15.99
-0.1498218,-14.46
-0.9298217,-12.89999
-1.649822,-11.29999
-2.229822,-9.639995
-2.849822,-7.909995
-3.459822,-6.069995
-3.999822,-4.159995
-4.579822,-2.199995
-5.099822,-0.2399951
-5.559822,1.650005
-5.949821,3.420005
-6.349822,4.970005
-6.599822,6.290005
-6.879822,7.260005
-7.049822,7.940005
-7.199821,8.280005
-7.299821,8.400004
-7.369822,8.380005
-7.349822,8.340005
-7.399822,8.430005
-7.299821,8.680005
-7.129822,9.150004
-6.899822,9.760005
-6.549822,10.44
-6.149822,11.09
-5.699821,11.67
-5.249822,12.16
-4.799822,12.52
-4.299822,12.78
-3.779822,12.93
-3.249822,12.99
-2.699822,13.01
-2.099822,13.02
-1.649822,13.05
-1.349822,13.06
-1.219822,12.98
-1.199822,12.8
-1.119822,12.55
16.50018,-8.529995
17.35018,-9.979995
18.20018,-11.45
18.85018,-12.87999
19.50018,-14.25
20.10018,-15.54
20.70018,-16.75999
21.20018,-17.89999
21.70018,-18.99999
22.15018,-20.06999
22.50018,-21.13
22.60018,-22.16999
22.50018,-23.2
22.15018,-24.16999
21.60018,-25.02999
20.85018,-25.73999
20.10018,-26.3
19.30018,-26.68999
18.50018,-26.95
17.75018,-27.08999
16.90018,-27.13
15.95018,-27.01999
14.80018,-26.72999
13.50018,-26.17999
11.90018,-25.38
10.25018,-24.26999
8.600178,-22.95
7.000178,-21.43999
5.600178,-19.85999
4.300178,-18.27999
3.200178,-16.72
2.200178,-15.18999
1.200178,-13.63999
0.2501782,-12.00999
-0.6998218,-10.26999
-1.609822,-8.389995
-2.499822,-6.409995
-3.359822,-4.379995
-4.099822,-2.349995
-4.859822,-0.3999951
-5.599822,1.430005
-6.249822,3.070005
-6.799822,4.500005
-7.349822,5.600005
-7.699821,6.430005
-7.849822,6.910005
-7.899822,7.170005
-7.899822,7.300004
-7.799821,7.440005
-7.649822,7.760005
-7.499822,8.280005
-7.349822,9.050005
-7.099822,9.920005
-6.899822,10.78
-6.599822,11.49
-6.349822,11.98
-6.099822,12.27
-5.849822,12.38
-5.599822,12.42
-5.299822,12.44
-4.999822,12.5
-4.549822,12.66
-4.099822,12.88
-3.699822,13.15
-3.499822,13.33
-3.399822,13.26
-3.299822,12.96
-3.099822,12.49
15.50018,-4.349995
16.60018,-5.509995
17.65018,-6.799995
18.75018,-8.189995
19.80018,-9.649995
20.83018,-11.10999
21.80018,-12.56999
22.73018,-13.96
23.60018,-15.33999
24.40018,-16.71
25.10018,-18.10999
25.58018,-19.51999
25.80018,-20.90999
25.80018,-22.24999
25.50018,-23.51999
25.00018,-24.63999
24.35018,-25.62
23.65018,-26.42999
22.85018,-27.09999
22.08018,-27.63
21.15018,-28.04
20.05018,-28.25999
18.75018,-28.26999
17.30018,-27.96999
15.70018,-27.37
14.07018,-26.46
12.55018,-25.33999
11.17018,-24.05999
9.900178,-22.73999
8.670178,-21.41999
7.350178,-20.05999
5.950178,-18.64
4.450178,-17.06
2.940178,-15.29
1.500178,-13.33
0.1901782,-11.24
-0.9498218,-9.079995
-1.909822,-6.939995
-2.799822,-4.859995
-3.629822,-2.899995
-4.399822,-1.009995
-5.199821,0.7700049
-5.949821,2.450005
-6.629822,3.880005
-7.199821,5.050005
-7.429821,5.830005
-7.549821,6.350005
-7.429821,6.680005
-7.199821,6.990005
-6.929821,7.430005
-6.749822,8.060004
-6.649822,8.950005
-6.599822,9.920005
-6.549822,10.8
-6.549822,11.46
-6.479822,11.82
-6.449821,11.98
-6.269822,12
-6.099822,11.98
-5.799822,12.03
-5.499822,12.16
-5.279822,12.44
-5.099822,12.79
-5.149822,13.16
-5.299822,13.44
-5.519822,13.48
-5.649822,13.24
-5.519822,12.79
14.10018,-0.9999951
15.35018,-1.619995
16.70018,-2.349995
18.05018,-3.229995
19.40018,-4.279995
20.75018,-5.589995
22.10018,-7.099995
23.55018,-8.789995
24.80018,-10.59999
26.05018,-12.46999
27.10018,-14.35999
28.00018,-16.23999
28.70018,-18.08999
29.15018,-19.87
29.40018,-21.57999
29.35018,-23.12
29.10018,-24.51999
28.60018,-25.71999
28.00018,-26.72999
27.10018,-27.51999
26.00018,-28.13
24.70018,-28.50999
23.10018,-28.68999
21.45018,-28.63999
19.80018,-28.38999
18.25018,-27.96
16.90018,-27.42999
15.70018,-26.80999
14.40018,-26.10999
13.00018,-25.23999
11.40018,-24.14999
9.450178,-22.71
7.500178,-20.93999
5.440178,-18.82999
3.600178,-16.50999
2.090178,-14.06999
0.8001782,-11.64999
-0.2598218,-9.369995
-1.199822,-7.249995
-2.009822,-5.319995
-2.799822,-3.469995
-3.609822,-1.629995
-4.399822,0.2400049
-5.249822,2.030005
-5.999822,3.640005
-6.499822,4.800005
-6.799822,5.600005
-6.799822,6.080005
-6.599822,6.500005
-6.399822,7.010005
-6.199821,7.690005
-6.099822,8.610004
-6.099822,9.640005
-6.249822,10.56
-6.399822,11.25
-6.549822,11.63
-6.699821,11.83
-6.549822,11.94
-6.399822,12.04
-5.949821,12.19
-5.599822,12.38
-5.399822,12.62
-5.499822,12.86
-5.899822,13.03
-6.499822,13.09
-7.149822,12.93
-7.699821,12.55
-7.899822,11.99
14.05018,2.220005
15.47018,2.120005
16.95018,1.840005
18.53018,1.320005
20.10018,0.5600049
21.70018,-0.4899951
23.25018,-1.789995
24.73018,-3.349995
26.10018,-5.099995
27.40018,-7.009995
28.55018,-9.029995
29.55018,-11.14999
30.40018,-13.33
31.08018,-15.55999
31.60018,-17.81
31.95018,-19.99999
32.15018,-22.08999
32.15018,-23.97999
32.00018,-25.66999
31.60018,-27.05999
30.90018,-28.17999
29.90018,-28.93999
28.55018,-29.43999
27.10018,-29.67999
25.50018,-29.79999
24.05018,-29.83999
22.60018,-29.83999
21.07018,-29.79
19.40018,-29.55999
17.32018,-28.96999
15.05018,-27.96
12.59018,-26.38
10.20018,-24.37
7.990178,-21.98999
6.050178,-19.41999
4.340178,-16.76999
2.950178,-14.16
1.720178,-11.72999
0.6501782,-9.499995
-0.1798218,-7.549995
-0.9498218,-5.739995
-1.759822,-3.969995
-2.599822,-2.099995
-3.509822,-0.1199951
-4.349822,1.830005
-5.099822,3.460005
-5.599822,4.700005
-5.829822,5.450005
-5.849822,5.940005
-5.799822,6.350005
-5.749822,6.870005
-5.829822,7.620005
-5.899822,8.560004
-6.099822,9.560004
-6.299822,10.5
-6.579822,11.25
-6.749822,11.8
-6.829822,12.16
-6.599822,12.4
-6.229822,12.58
-5.749822,12.67
-5.449821,12.68001
-5.399822,12.59
-5.719821,12.36
-6.399822,11.98
-7.169822,11.45
-7.899822,10.8
-8.299822,10.09
14.40018,4.810005
15.90018,4.940005
17.40018,4.840005
19.05018,4.430005
20.70018,3.770005
22.50018,2.780005
24.20018,1.520005
25.95018,-0.009995117
27.60018,-1.729995
28.95018,-3.579995
30.10018,-5.489995
31.15018,-7.459995
32.10018,-9.509995
32.80018,-11.7
33.40018,-14.00999
33.81018,-16.41999
34.00018,-18.87
34.16018,-21.29
34.20018,-23.64999
34.20018,-25.88
34.00018,-27.95
33.50018,-29.64999
32.80018,-30.96
31.85018,-31.82999
30.70018,-32.41999
29.45018,-32.78999
28.00018,-33.02999
26.25018,-33.08999
24.20018,-32.91
21.60018,-32.27999
18.90018,-31.16999
16.09018,-29.48999
13.50018,-27.39999
11.14018,-24.97
9.100178,-22.33999
7.140178,-19.58999
5.400178,-16.8
3.940178,-14.12999
2.700178,-11.66
1.690178,-9.579995
0.9001782,-7.779995
0.05017822,-6.139995
-0.7998217,-4.429995
-1.809822,-2.489995
-2.799822,-0.3799951
-3.659822,1.700005
-4.299822,3.510005
-4.649822,4.780005
-4.799822,5.570005
-4.699821,5.920005
-4.699821,6.140005
-4.749822,6.510005
-4.999822,7.150005
-5.299822,8.120005
-5.599822,9.310004
-5.999822,10.57
-6.199821,11.67
-6.299822,12.38
-6.199821,12.76
-5.999822,12.83
-5.699821,12.73
-5.299822,12.48
-5.099822,12.1
-5.049822,11.55
-5.399822,10.86
-5.899822,10.05
-6.499822,9.210005
-6.749822,8.420005
16.30018,7.990005
18.00018,8.250005
19.85018,8.240005
21.83018,7.910005
23.95018,7.260005
26.25018,6.170005
28.50018,4.670005
30.60018,2.770005
32.40018,0.5900049
33.80018,-1.699995
35.00018,-4.019995
35.98018,-6.299995
36.85018,-8.599995
37.40018,-10.89999
37.65018,-13.17999
37.45018,-15.30999
37.05018,-17.3
36.75018,-19.23999
36.55018,-21.29
36.38018,-23.56999
36.15018,-26.01999
35.68018,-28.52999
35.10018,-30.90999
34.38018,-32.89
33.50018,-34.43999
32.48018,-35.42999
31.15018,-35.98999
29.40018,-36.05999
27.30018,-35.76999
25.00018,-35.07
22.55018,-34.02999
20.19018,-32.58999
17.75018,-30.79
15.34018,-28.56999
12.90018,-26.00999
10.49018,-23.09999
8.250178,-19.99999
6.370178,-16.90999
4.800178,-14.01999
3.590178,-11.63999
2.600178,-9.689995
1.770178,-8.089995
0.9001782,-6.509995
0.04017822,-4.669995
-0.8998218,-2.509995
-1.829822,-0.1199951
-2.599822,2.190005
-3.049822,4.070005
-3.249822,5.390005
-3.149822,5.960005
-2.949822,6.070005
-2.749822,5.970005
-2.649822,6.020005
-2.879822,6.610005
-3.249822,7.730005
-3.779822,9.270004
-4.299822,10.78
-4.579822,11.81
-4.699821,12.35
-4.669822,12.37
-4.599822,12.11
-4.519822,11.72001
-4.349822,11.26
-4.199821,10.69
-4.049822,9.990005
-4.069822,9.160005
-4.149822,8.280005
-4.169822,7.520005
18.10018,11.51
20.50018,11.88
22.90018,11.98
25.45018,11.69
28.00018,10.95
30.50018,9.610004
32.80018,7.840005
34.90018,5.700005
36.70018,3.430005
38.20018,1.080005
39.70018,-1.369995
41.01017,-3.949995
42.20018,-6.639995
43.16018,-9.339995
43.70018,-11.97999
43.70018,-14.46
43.20018,-16.72999
42.45018,-18.81999
41.80017,-20.89
41.15017,-23.12
40.30018,-25.47
39.31018,-27.95
38.10018,-30.50999
37.00018,-33.02999
35.80018,-35.27999
34.45018,-36.93999
32.90018,-38.01999
31.10018,-38.39
29.20018,-38.32
27.40018,-37.87999
25.70018,-37.23999
23.85018,-36.25999
21.80018,-34.89999
19.34018,-32.92999
16.70018,-30.38999
13.89018,-27.25999
11.20018,-23.73999
8.890178,-20.10999
