U,V
-2.45,-0.4599951
-2.45,-0.3499951
-2.43,-0.2299951
-2.4,-0.1199951
-2.3,4.8828124e-06
10.3,-8.719995
9.849999,-8.889995
9.4,-9.029995
8.849999,-9.149995
8.4,-9.239995
7.95,-9.299994
7.4,-9.349995
6.95,-9.369995
6.5,-9.359995
6,-9.339995
5.5,-9.299994
5.05,-9.239995
4.6,-9.149995
4.15,-9.059995
3.7,-8.949995
3.3,-8.819995
2.9,-8.679995
2.45,-8.529995
2.1,-8.369995
1.7,-8.209995
1.3,-8.029995
1,-7.849995
0.6,-7.659995
0.3,-7.469995
0,-7.269995
-0.3,-7.069995
-0.6,-6.869995
-0.85,-6.669995
-1.1,-6.459995
-1.35,-6.259995
-1.6,-6.049995
-1.8,-5.839995
-2,-5.629995
-2.25,-5.429995
-2.4,-5.219995
-2.6,-5.019995
-2.8,-4.809995
-2.95,-4.609995
-3.1,-4.399995
-3.25,-4.199995
-3.3,-3.999995
-3.45,-3.799995
-3.6,-3.589995
-3.65,-3.389995
-3.8,-3.189995
-3.85,-2.989995
-3.9,-2.789995
-4,-2.589995
-4.1,-2.389995
-4.1,-2.189995
-4.2,-1.989995
-4.2,-1.789995
-4.2,-1.599995
-4.3,-1.389995
-4.3,-1.199995
-4.3,-0.9899951
-4.3,-0.7999951
-4.3,-0.5999951
-4.3,-0.3999951
-4.3,-0.1999951
-4.2,4.8828124e-06
-4.2,0.2000049
-4.2,0.4000049
-4.1,0.6000049
-4.1,0.8100049
-4,1.000005
-3.9,1.210005
-3.85,1.410005
13.9,-12.79999
13.23,-13.02999
12.55,-13.22999
11.82,-13.35999
11.1,-13.46
10.4,-13.5
9.7,-13.50999
8.95,-13.46999
8.25,-13.39999
7.52,-13.27999
6.8,-13.13999
6.12,-12.96
5.45,-12.76999
4.77,-12.54
4.2,-12.29
3.52,-12.02999
2.95,-11.75
2.37,-11.46
1.75,-11.17
1.27,-10.85999
0.75,-10.54999
0.27,-10.24
-0.2,-9.929995
-0.65,-9.609995
-1.05,-9.299994
-1.45,-8.979995
-1.85,-8.669995
-2.18,-8.359995
-2.5,-8.049994
-2.8,-7.729995
-3.1,-7.419995
-3.38,-7.109995
-3.6,-6.799995
-3.83,-6.489995
-4.05,-6.189995
-4.25,-5.869995
-4.4,-5.559995
-4.55,-5.259995
-4.7,-4.949995
-4.83,-4.639995
-4.95,-4.339995
-4.98,-4.039995
-5,-3.739995
-5.05,-3.439995
-5.1,-3.149995
-5.1,-2.859995
-5.1,-2.579995
-5.08,-2.289995
-5,-2.019995
-4.98,-1.749995
-4.9,-1.479995
-4.8,-1.219995
-4.7,-0.9699951
-4.63,-0.7199951
-4.5,-0.4799951
-4.43,-0.2399951
-4.3,4.8828124e-06
-4.2,0.2300049
-4.05,0.4500049
-3.95,0.6800049
-3.85,0.8900049
-3.7,1.110005
-3.55,1.330005
-3.43,1.540005
-3.3,1.760005
-3.18,1.970005
-3,2.190005
-2.85,2.410005
16.6,-16.74999
15.8,-17.06999
15,-17.32999
14.1,-17.50999
13.2,-17.63
12.3,-17.66999
11.4,-17.64999
10.5,-17.56
9.599999,-17.41999
8.7,-17.22
7.8,-16.97
6.9,-16.67999
6,-16.34999
5.2,-16
4.3,-15.60999
3.55,-15.2
2.8,-14.77999
2.05,-14.35999
1.3,-13.91
0.6,-13.47999
0,-13.02999
-0.6,-12.58999
-1.2,-12.14999
-1.75,-11.71
-2.2,-11.26999
-2.65,-10.83999
-3.1,-10.38999
-3.55,-9.959995
-3.9,-9.509995
-4.2,-9.059995
-4.6,-8.609995
-4.8,-8.149995
-5.1,-7.689995
-5.3,-7.219995
-5.5,-6.749995
-5.65,-6.269995
-5.8,-5.799995
-5.9,-5.319995
-6,-4.849995
-6,-4.369995
-6,-3.909995
-6,-3.449995
-5.9,-2.999995
-5.85,-2.549995
-5.7,-2.129995
-5.55,-1.699995
-5.4,-1.299995
-5.2,-0.8999951
-5,-0.5199951
-4.8,-0.1599951
-4.5,0.1900049
-4.3,0.5300049
-4,0.8500049
-3.75,1.150005
-3.5,1.430005
-3.2,1.710005
-2.9,1.960005
-2.6,2.200005
-2.3,2.430005
-2,2.640005
-1.7,2.840005
-1.4,3.020005
-1.1,3.200005
-0.85,3.360005
-0.6,3.510005
-0.3,3.660005
0,3.800005
0.2,3.940005
17.8,-19.95
16.95,-20.40999
16.1,-20.77999
15.2,-21.05999
14.25,-21.24999
13.3,-21.33999
12.4,-21.35999
11.4,-21.26999
10.4,-21.12
9.42,-20.88
8.4,-20.57999
7.4,-20.22
6.4,-19.80999
5.37,-19.33999
4.4,-18.83999
3.45,-18.31
2.5,-17.75999
1.6,-17.17999
0.75,-16.60999
-0.05,-16.01999
-0.8,-15.42999
-1.48,-14.84999
-2.1,-14.26999
-2.7,-13.66999
-3.3,-13.08
-3.75,-12.47999
-4.2,-11.87
-4.63,-11.25
-5,-10.60999
-5.35,-9.949995
-5.65,-9.289995
-5.93,-8.599995
-6.2,-7.899995
-6.35,-7.189995
-6.5,-6.479995
-6.63,-5.769995
-6.65,-5.059995
-6.68,-4.359995
-6.65,-3.669995
-6.5,-2.999995
-6.35,-2.359995
-6.2,-1.719995
-5.95,-1.129995
-5.73,-0.5499951
-5.4,-0.009995117
-5.15,0.5100049
-4.8,0.9900048
-4.53,1.460005
-4.2,1.900005
-3.85,2.310005
-3.5,2.690005
-3.1,3.060005
-2.75,3.390005
-2.38,3.710005
-2,3.990005
-1.63,4.270005
-1.25,4.520005
-0.85,4.760005
-0.5,4.970005
-0.09999999,5.160005
0.3,5.330005
0.7,5.490005
1.05,5.620005
1.47,5.740005
1.9,5.840005
2.3,5.920005
2.65,5.980005
3.07,6.040005
18.2,-21.95
17.3,-22.63
16.5,-23.21
15.6,-23.65999
14.7,-23.99999
13.75,-24.22
12.8,-24.33999
11.9,-24.34999
10.9,-24.24999
9.9,-24.05999
8.9,-23.77999
7.85,-23.40999
6.7,-22.97
5.65,-22.45
4.6,-21.87
3.45,-21.23999
2.4,-20.55999
1.4,-19.85999
0.4,-19.14
-0.45,-18.39999
-1.3,-17.65999
-2.05,-16.90999
-2.8,-16.15999
-3.4,-15.41
-4,-14.63999
-4.5,-13.85999
-5,-13.04999
-5.4,-12.21999
-5.8,-11.37
-6.15,-10.49
-6.5,-9.579995
-6.7,-8.659995
-6.9,-7.719995
-7.15,-6.769995
-7.2,-5.829995
-7.2,-4.889995
-7.2,-3.969995
-7.1,-3.069995
-6.9,-2.199995
-6.7,-1.349995
-6.4,-0.5399951
-6.05,0.2400049
-5.6,0.9900048
-5.25,1.700005
-4.8,2.390005
-4.3,3.030005
-3.8,3.630005
-3.35,4.180005
-2.9,4.680005
-2.4,5.100005
-1.9,5.470005
-1.55,5.780005
-1.1,6.040005
-0.7,6.260005
-0.3,6.450005
0.05,6.620005
0.5,6.780005
0.85,6.930005
1.3,7.060005
1.65,7.190005
2.1,7.300004
2.55,7.390005
3.1,7.470005
3.55,7.530005
3.9,7.570005
4.35,7.610005
4.8,7.640005
5.25,7.660005
18.65,-22.15999
17.78,-23.22999
16.9,-24.16999
16,-24.92999
15.1,-25.54
14.2,-25.97999
13.3,-26.29
12.4,-26.45
11.45,-26.50999
10.5,-26.42999
9.55,-26.25999
8.47,-25.96
7.4,-25.56999
6.3,-25.05999
5.2,-24.47
4.02,-23.77999
2.9,-23.00999
1.8,-22.17999
0.75,-21.30999
-0.18,-20.39999
-1.1,-19.48999
-1.85,-18.56
-2.65,-17.64
-3.33,-16.72
-3.95,-15.79
-4.53,-14.84999
-5.1,-13.88999
-5.58,-12.89999
-5.95,-11.87999
-6.38,-10.81999
-6.7,-9.739995
-6.95,-8.639995
-7.15,-7.539995
-7.25,-6.429995
-7.3,-5.339995
-7.3,-4.259995
-7.2,-3.199995
-7.05,-2.149995
-6.9,-1.129995
-6.65,-0.1099951
-6.3,0.8700049
-5.98,1.850005
-5.55,2.790005
-5.15,3.700005
-4.7,4.560005
-4.2,5.340005
-3.75,6.020005
-3.2,6.600005
-2.7,7.060005
-2.2,7.410005
-1.75,7.680005
-1.3,7.880005
-0.85,8.050005
-0.48,8.190004
-0.05,8.330005
0.4,8.490005
0.85,8.640005
1.4,8.810004
1.95,8.970005
2.52,9.120005
3.1,9.230004
3.67,9.340005
4.2,9.410005
4.72,9.470005
5.25,9.510005
5.72,9.540005
6.2,9.540005
6.7,9.540005
18.8,-21.15999
18.1,-22.66999
17.3,-24.01999
16.5,-25.13999
15.6,-26.06999
14.7,-26.76999
13.9,-27.30999
13.05,-27.66999
12.2,-27.90999
11.4,-28.00999
10.5,-28.00999
9.599999,-27.88999
8.599999,-27.64999
7.55,-27.25999
6.5,-26.74999
5.3,-26.08999
4.2,-25.29
3.05,-24.37
2,-23.37
1,-22.29
0.09999999,-21.17999
-0.75,-20.05999
-1.6,-18.92999
-2.35,-17.82999
-3,-16.73999
-3.7,-15.64999
-4.3,-14.54999
-4.9,-13.43999
-5.4,-12.29999
-5.85,-11.12999
-6.2,-9.939995
-6.5,-8.739995
-6.7,-7.539995
-6.85,-6.359995
-6.9,-5.179995
-6.9,-4.019995
-6.8,-2.879995
-6.7,-1.729995
-6.6,-0.5899951
-6.4,0.5700049
-6.2,1.750005
-6,2.950005
-5.8,4.120005
-5.5,5.240005
-5.2,6.270005
-4.8,7.150005
-4.4,7.880005
-3.95,8.430005
-3.5,8.850005
-3.05,9.130005
-2.6,9.320004
-2.15,9.470005
-1.7,9.590005
-1.25,9.720005
-0.8,9.870005
-0.3,10.07
0.3,10.3
0.9,10.55
1.5,10.82
2.15,11.08
2.8,11.31
3.4,11.52
4.1,11.69
4.7,11.82
5.2,11.92
5.8,11.99
6.4,12.02
6.9,12.01
18,-18.60999
17.8,-20.40999
17.4,-22.07999
16.78,-23.52999
16.1,-24.76999
15.4,-25.76999
14.7,-26.59999
14.03,-27.23999
13.4,-27.75999
12.73,-28.14999
12.05,-28.46
11.3,-28.63999
10.45,-28.71
9.45,-28.60999
8.4,-28.34999
7.27,-27.88
6.15,-27.22999
5.02,-26.38999
3.95,-25.39999
3.05,-24.29
2.15,-23.10999
1.32,-21.88
0.5,-20.63
-0.25,-19.39
-1.05,-18.15999
-1.78,-16.91999
-2.5,-15.67999
-3.2,-14.41
-3.8,-13.13999
-4.4,-11.83
-4.9,-10.52999
-5.3,-9.229995
-5.6,-7.949995
-5.83,-6.699995
-5.95,-5.489995
-6.08,-4.299995
-6.1,-3.119995
-6.13,-1.889995
-6.1,-0.6399951
-6.05,0.6800049
-6,2.060005
-5.88,3.460005
-5.75,4.820005
-5.65,6.070005
-5.45,7.160005
-5.2,7.980005
-4.95,8.580005
-4.7,8.950005
-4.4,9.170005
-4.13,9.300005
-3.85,9.390005
-3.45,9.510005
-3.1,9.690004
-2.7,9.970005
-2.25,10.33
-1.73,10.81
-1.15,11.33
-0.55,11.88
0.09999999,12.39
0.72,12.83
1.4,13.15
2,13.36
2.6,13.49
3.05,13.57
3.5,13.62
3.87,13.67
4.3,13.71
4.75,13.75
17.1,-15.05999
17.45,-17.05
17.5,-18.95
17.35,-20.66999
17.1,-22.2
16.7,-23.48999
16.3,-24.57999
15.95,-25.47999
15.6,-26.24999
15.15,-26.90999
14.7,-27.47999
14.05,-27.92999
13.3,-28.26999
12.3,-28.43999
11.2,-28.43999
10.1,-28.22999
8.9,-27.83999
7.85,-27.22999
6.8,-26.47999
5.8,-25.56999
5,-24.55999
4.1,-23.47
3.3,-22.30999
2.4,-21.09999
1.5,-19.84999
0.6,-18.55
-0.3,-17.21
-1.1,-15.83999
-1.9,-14.41999
-2.6,-12.99
-3.2,-11.54999
-3.75,-10.13
-4.1,-8.739995
-4.5,-7.399995
-4.8,-6.089995
-4.95,-4.799995
-5.2,-3.509995
-5.3,-2.159995
-5.4,-0.7399951
-5.5,0.7500049
-5.5,2.290005
-5.6,3.820005
-5.6,5.260005
-5.6,6.480005
-5.5,7.440005
-5.5,8.040005
-5.5,8.360004
-5.5,8.440004
-5.4,8.440004
-5.35,8.460005
-5.2,8.580005
-5,8.880005
-4.7,9.320004
-4.4,9.930005
-4,10.63
-3.55,11.4
-3,12.14
-2.5,12.81
-1.9,13.35
-1.4,13.72001
-0.8,13.93
-0.3,13.99
0.2,13.99
0.55,13.97001
0.9,13.96
1.1,13.97001
1.4,13.97001
1.7,13.95
16.45,-11.39999
16.98,-13.38999
17.45,-15.38999
17.78,-17.3
17.95,-19.07999
18.1,-20.64
18.2,-22.00999
18.25,-23.14999
18.3,-24.13999
18.3,-24.96
18.25,-25.67999
18.05,-26.27999
17.6,-26.77999
16.95,-27.13999
16.1,-27.37
15.17,-27.39999
14.1,-27.29
13.05,-26.98999
12,-26.56999
10.95,-25.99999
9.9,-25.32999
8.82,-24.54
7.7,-23.63
6.52,-22.58999
5.25,-21.41999
4.05,-20.14
2.85,-18.75999
1.77,-17.33999
0.75,-15.88999
-0.13,-14.42999
-0.9,-12.97999
-1.65,-11.52999
-2.3,-10.09999
-2.83,-8.669995
-3.35,-7.249995
-3.78,-5.809995
-4.15,-4.349995
-4.5,-2.839995
-4.8,-1.279995
-5.1,0.3400049
-5.35,1.950005
-5.63,3.480005
-5.75,4.850005
-5.95,5.930005
-6.15,6.700005
-6.25,7.070005
-6.4,7.190005
-6.6,7.160005
-6.75,7.150005
-6.88,7.330005
-6.9,7.760005
-6.8,8.490005
-6.6,9.380005
-6.25,10.37
-5.9,11.32
-5.45,12.13
-5,12.78
-4.6,13.23
-4.2,13.56
-3.73,13.76
-3.25,13.9
-2.68,14.01
-2.15,14.14
-1.75,14.28
-1.45,14.36
-1.27,14.33
-1.05,14.17
-0.6,13.93
15.7,-7.739995
16.5,-9.429995
17.3,-11.25
18,-13.14999
18.6,-15.06999
19.15,-16.91999
19.6,-18.66999
20.05,-20.25999
20.5,-21.68999
20.8,-22.93999
21.1,-24.05
21.3,-25.00999
21.3,-25.85999
21.15,-26.56999
20.9,-27.15999
20.35,-27.55
19.8,-27.77999
19,-27.80999
18.2,-27.71
17.15,-27.43999
16,-27.02999
14.65,-26.41999
13.2,-25.60999
11.65,-24.55999
10.1,-23.34999
8.599999,-21.97999
7.1,-20.54
5.85,-19.09999
4.6,-17.67999
3.5,-16.29
2.4,-14.91
1.25,-13.5
0.2,-12.04
-0.7,-10.51999
-1.6,-8.959995
-2.35,-7.369995
-3,-5.769995
-3.6,-4.139995
-4.2,-2.489995
-4.7,-0.8099951
-5.2,0.8500049
-5.75,2.410005
-6.2,3.790005
-6.55,4.830005
-6.8,5.530005
-7.05,5.810005
-7.1,5.840005
-7.25,5.770005
-7.5,5.790005
-7.65,6.160005
-7.8,6.870005
-7.9,7.970005
-7.8,9.240005
-7.6,10.48
-7.3,11.55
-6.9,12.3
-6.5,12.77
-6.1,12.99
-5.8,13.11
-5.4,13.24
-5,13.45
-4.6,13.8
-4.2,14.25
-3.95,14.72
-3.9,15.05
-3.9,15.04
-3.8,14.78
-3.25,14.43
14.75,-4.549995
15.7,-5.729995
16.7,-7.069995
17.7,-8.579995
18.7,-10.21999
19.7,-11.95
20.7,-13.72999
21.58,-15.49
22.4,-17.22999
23.1,-18.89999
23.65,-20.52999
23.98,-22.06999
24.1,-23.50999
24.05,-24.79
23.85,-25.92999
23.5,-26.87
23.1,-27.64999
22.6,-28.22999
22,-28.67999
21.22,-28.92999
20.25,-28.98999
19.05,-28.72999
17.65,-28.18999
16.12,-27.29
14.6,-26.13
13.17,-24.80999
11.85,-23.42999
10.55,-22.12
9.25,-20.84999
7.87,-19.63
6.4,-18.31999
4.77,-16.88
3.2,-15.26999
1.69,-13.5
0.4,-11.63999
-0.63,-9.799994
-1.55,-7.989995
-2.35,-6.269995
-3.1,-4.569995
-3.88,-2.869995
-4.7,-1.129995
-5.48,0.6000049
-6.2,2.250005
-6.75,3.610005
-7.15,4.600005
-7.28,5.100005
-7.25,5.270005
-7.07,5.240005
-6.95,5.240005
-6.9,5.530005
-6.95,6.200005
-7.1,7.400005
-7.2,8.840005
-7.23,10.27
-7.15,11.45
-6.93,12.19
-6.65,12.61
-6.35,12.75
-6.05,12.79
-5.8,12.92
-5.55,13.19
-5.45,13.64
-5.5,14.18
-5.85,14.66
-6.3,14.95
-6.75,14.84
-6.85,14.4
-6.42,13.86
14.1,-2.149995
15,-2.959995
15.9,-3.819995
16.9,-4.759995
17.9,-5.849995
19.15,-7.139995
20.5,-8.599995
21.9,-10.25
23.4,-12.00999
24.7,-13.87
25.8,-15.76999
26.65,-17.64999
27.2,-19.47
27.4,-21.17999
27.3,-22.74999
26.95,-24.12
26.5,-25.30999
25.9,-26.32999
25.2,-27.21
24.45,-27.92999
23.5,-28.48999
22.3,-28.80999
21,-28.89999
19.65,-28.65999
18.4,-28.16999
17.1,-27.46999
15.9,-26.65999
14.65,-25.77999
13.3,-24.83999
11.6,-23.73999
9.7,-22.42999
7.74,-20.81999
5.8,-18.95
3.94,-16.84999
2.4,-14.66
1.14,-12.50999
0.09999999,-10.47999
-0.8,-8.659995
-1.7,-6.939995
-2.55,-5.279995
-3.5,-3.549995
-4.56,-1.659995
-5.5,0.3300049
-6.35,2.230005
-6.9,3.840005
-7.15,4.840005
-7,5.350005
-6.7,5.440005
-6.3,5.400005
-6,5.490005
-5.8,5.900005
-5.85,6.870005
-6,8.240005
-6.15,9.770004
-6.3,11.13
-6.35,12.02
-6.4,12.53
-6.25,12.68001
-6.1,12.69
-5.8,12.72001
-5.5,12.89
-5.55,13.26
-5.9,13.67
-6.55,13.95
-7.4,14.01
-8.25,13.68
-8.8,12.99
-8.599999,12.15
14.85,0.6700048
15.83,0.1600049
16.85,-0.4199951
17.93,-1.099995
19.05,-1.939995
20.2,-2.979995
21.4,-4.209995
22.68,-5.639995
23.95,-7.249995
25.25,-8.999995
26.6,-10.85999
27.85,-12.81999
28.95,-14.85999
29.8,-16.93999
30.35,-18.99999
30.55,-20.90999
30.45,-22.63999
30.05,-24.05999
29.45,-25.25999
28.65,-26.21
27.65,-26.98999
26.63,-27.58999
25.5,-28.09999
24.38,-28.51999
23.25,-28.85999
22.1,-29.02999
20.75,-29.02999
19.15,-28.74999
17.25,-28.16999
14.97,-27.17999
12.7,-25.82999
10.34,-24.09999
8.2,-22.09999
6.22,-19.88
4.45,-17.52999
3.04,-15.18999
1.8,-12.93999
0.92,-10.95
0.09999999,-9.169995
-0.63,-7.579995
-1.55,-5.969995
-2.56,-4.149995
-3.65,-2.049995
-4.78,0.3000049
-5.75,2.600005
-6.28,4.410005
-6.45,5.610005
-6.28,6.040005
-5.9,6.030005
-5.55,5.840005
-5.25,5.830005
-5.2,6.360005
-5.25,7.360005
-5.35,8.790005
-5.5,10.29
-5.75,11.5
-5.95,12.25
-6.07,12.46
-6.05,12.39
-5.92,12.26
-5.6,12.21
-5.38,12.35
-5.4,12.56
-5.8,12.63
-6.6,12.42
-7.5,11.79
-8.2,10.86
-8.32,9.810004
15,3.040005
16.15,2.660005
17.4,2.230005
18.8,1.700005
20.3,1.040005
21.8,0.2000049
23.3,-0.8399951
24.65,-2.149995
26,-3.679995
27.05,-5.399995
28.1,-7.209995
29.1,-9.129995
30.1,-11.17
31.11,-13.39999
32,-15.75999
32.71,-18.21
33.1,-20.62
33.15,-22.79
32.9,-24.67999
32.35,-26.16999
31.6,-27.35999
30.7,-28.21
29.8,-28.88
28.9,-29.47999
28.1,-30.08999
27.05,-30.66999
25.7,-31.09999
23.95,-31.17999
21.7,-30.84999
19.2,-29.97999
16.6,-28.7
14.04,-27.00999
11.6,-25.04
9.34,-22.79
7.2,-20.33999
5.34,-17.76999
3.8,-15.21999
2.74,-12.92999
2,-10.96
1.4,-9.379995
0.8,-7.939995
-0.09999999,-6.389995
-1.1,-4.489995
-2.36,-2.109995
-3.6,0.5400048
-4.56,3.060005
-5.2,5.100005
-5.4,6.230005
-5.3,6.610005
-5,6.340005
-4.8,5.980005
-4.6,6.020005
-4.6,6.590005
-4.75,7.770005
-4.9,9.240005
-5.15,10.65
-5.4,11.67
-5.6,12.03
-5.8,11.97001
-5.75,11.7
-5.5,11.49
-5.15,11.44
-4.8,11.45
-4.6,11.36
-4.8,11
-5.3,10.23
-5.9,9.230004
-6.1,8.170005
15.55,5.710005
17.02,5.720005
18.7,5.650005
20.65,5.420005
22.85,4.910005
25.08,3.980005
27.35,2.640005
29.3,0.9100049
30.95,-1.059995
32.2,-3.139995
33.15,-5.259995
33.95,-7.389995
34.6,-9.539995
35.03,-11.71
35.3,-13.89999
35.43,-16.07999
35.45,-18.29
35.48,-20.58999
35.4,-22.96
35.1,-25.22
34.45,-27.26999
33.6,-28.91999
32.65,-30.21
31.75,-31.14999
30.85,-31.89999
29.95,-32.52999
28.85,-33.00999
27.35,-33.25
25.55,-33.16999
23.57,-32.66999
21.45,-31.80999
19.2,-30.49999
16.7,-28.8
13.94,-26.57999
11.15,-23.89999
8.49,-20.88
6.35,-17.77999
4.82,-14.99
3.8,-12.60999
3.15,-10.81999
2.6,-9.339995
2.05,-7.939995
1.45,-6.299995
0.59,-4.159995
-0.4,-1.619995
-1.46,1.070005
-2.4,3.540005
-3.05,5.280005
-3.45,6.290005
-3.55,6.470005
-3.5,6.260005
-3.35,6.070005
-3.25,6.220005
-3.35,6.990005
-3.55,8.190004
-3.88,9.540005
-4.25,10.66
-4.53,11.2
-4.75,11.34
-4.82,11.18001
-4.75,11
-4.47,10.9
-4.1,10.83
-3.72,10.61
-3.45,10.16
-3.35,9.390005
-3.35,8.460005
-3.2,7.620005
16.8,9.410005
18.8,9.710005
21,9.870005
23.45,9.740005
26.1,9.160005
28.65,7.920005
31,6.170005
33,4.090005
34.6,1.930005
36.05,-0.2499951
37.5,-2.509995
38.71,-4.939995
39.7,-7.459995
40.36,-9.929995
40.6,-12.26999
40.55,-14.38999
40.5,-16.39999
40.4,-18.46
40.3,-20.76999
39.91,-23.40999
39.1,-26.06999
37.85,-28.49999
36.4,-30.58999
34.95,-32.16999
33.6,-33.34999
32.25,-34.19999
30.9,-34.87999
29.45,-35.37
28.1,-35.67999
26.75,-35.73
25.4,-35.46999
23.7,-34.71999
21.6,-33.42999
18.79,-31.30999
15.6,-28.47999
12.39,-24.96
9.599999,-21.21
7.34,-17.7
5.8,-14.68999
4.69,-12.41
4,-10.56999
3.55,-8.969995
3.2,-7.309995
2.99,-5.339995
2.6,-3.079995
2.09,-0.6599951
1.4,1.680005
0.55,3.580005
-0.2,4.950005
-0.8,5.610005
-1.2,5.840005
-1.3,5.890005
-1.3,6.070005
-1.3,6.620005
-1.4,7.530005
-1.75,8.680005
-2.2,9.750005
-2.6,10.44
-2.9,10.79
-3.05,10.84
-3.1,10.81
-2.95,10.77
-2.8,10.73
-2.6,10.56
-2.4,10.19
-2.1,9.580005
-1.8,8.820004
-1.35,8.100005
17.95,13.08
20.12,13.73
22.3,14.19
24.75,14.18
27.4,13.61
30.15,12.25
32.45,10.27
34.15,7.960005
35.45,5.740005
36.93,3.720005
38.7,1.630005
40.58,-0.7799951
42.25,-3.479995
43.46,-6.299995
44.4,-9.099995
45.41,-11.92999
46.4,-14.93999
47.08,-18.04
47.25,-21.06999
46.68,-23.93999
45.6,-26.63999
44,-29.05999
42.2,-31.25999
40.25,-33.14999
38.25,-34.69999
36.18,-35.82
34.15,-36.66999
32.3,-37.39
30.55,-38.01999
28.92,-38.46999
27.4,-38.62999
25.9,-38.33999
24.3,-37.55
22.12,-35.91
19.4,-33.39
16.31,-29.81999
13.2,-25.66999
10.46,-21.45
8.2,-17.64
6.49,-14.60999
5.35,-12.12
4.62,-9.989995
4.3,-7.859995
4.19,-5.599995
4.25,-3.289995
4.34,-1.109995
4.25,0.8000048
3.92,2.290005
3.45,3.400005
2.82,4.070005
2.2,4.510005
1.67,4.850005
1.3,5.290005
1.12,5.950005
0.95,6.790005
0.75,7.760005
0.4,8.690004
-0.05,9.450005
-0.5,9.980004
-0.83,10.21
-0.95,10.27
-1.02,10.25
-1.05,10.24
-1.07,10.26
-1.05,10.24
-0.97,10.16
-0.75,10.05
-0.27,9.910005
17.8,17.69
19.7,18.78
21.5,19.33
23.7,19.09
26.4,18.16
29.2,16.32001
31.7,13.89
33.61,11.32
35.3,8.930005
37,6.670005
39.1,4.340005
41.41,1.790005
43.6,-1.149995
45.11,-4.649995
46,-8.399995
46.66,-12.08
47.6,-15.63999
48.51,-19.05999
49,-22.22999
48.85,-24.89999
48.4,-27.23999
47.7,-29.43999
46.8,-31.65999
45.35,-33.91
43.4,-36.01999
41.05,-37.66999
38.6,-38.80999
36.2,-39.48
33.8,-39.91999
31.45,-40.23
29.2,-40.39999
27.4,-40.37
25.8,-40.07999
24.2,-39.18999
22.3,-37.46
19.69,-34.41999
16.8,-30.39999
13.84,-25.75999
11.2,-21.23999
8.94,-17.41999
7.3,-14.2
6.19,-11.38999
5.5,-8.579995
5.14,-5.669995
5.2,-2.849995
5.49,-0.4999951
5.8,1.230005
6,2.210005
6,2.720005
5.8,2.930005
5.4,3.140005
4.85,3.550005
4.4,4.160005
3.95,4.980005
3.6,5.880005
