U,V
-1.85,-1.28
-1.9,-1.15
-1.9,-1.02
-1.9,-0.9
-1.9,-0.77
-1.9,-0.64
-1.9,-0.52
-1.85,-0.41
-1.85,-0.29
-1.8,-0.17
-1.8,-0.06
-1.75,0.05
-1.75,0.15
-1.65,0.26
-1.63,0.36
-1.6,0.46
-1.53,0.55
-1.45,0.64
-1.43,0.73
9.099999,-7.58
8.7,-7.73
8.3,-7.86
7.9,-7.97
7.5,-8.059999
7.05,-8.13
6.7,-8.179999
6.25,-8.21
5.9,-8.22
5.45,-8.22
5,-8.2
4.65,-8.16
4.3,-8.099999
3.85,-8.03
3.5,-7.95
3.1,-7.85
2.7,-7.74
2.4,-7.61
2,-7.48
1.7,-7.33
1.4,-7.17
1.05,-7.01
0.7,-6.84
0.4,-6.66
0.2,-6.47
-0.09999999,-6.28
-0.4,-6.07
-0.6,-5.87
-0.9,-5.66
-1.1,-5.45
-1.3,-5.23
-1.5,-5.02
-1.7,-4.8
-1.85,-4.58
-2.1,-4.35
-2.25,-4.13
-2.4,-3.9
-2.5,-3.67
-2.6,-3.44
-2.75,-3.22
-2.8,-2.99
-2.95,-2.77
-3,-2.54
-3.1,-2.31
-3.2,-2.09
-3.2,-1.87
-3.2,-1.66
-3.3,-1.44
-3.3,-1.23
-3.3,-1.01
-3.3,-0.81
-3.3,-0.6
-3.3,-0.4
-3.25,-0.2
-3.2,-0.01
-3.2,0.18
-3.1,0.37
-3.1,0.56
-3,0.74
-2.95,0.91
-2.9,1.08
-2.8,1.25
-2.7,1.41
-2.6,1.57
-2.5,1.73
-2.4,1.88
-2.3,2.02
-2.15,2.17
12.7,-10.82
12.15,-11.05
11.55,-11.23
11,-11.39
10.35,-11.51
9.77,-11.6
9.2,-11.65
8.55,-11.67
7.95,-11.66
7.32,-11.62
6.75,-11.54
6.12,-11.45
5.5,-11.33
4.97,-11.18
4.4,-11.02
3.87,-10.84
3.3,-10.63
2.77,-10.41
2.25,-10.18
1.77,-9.929999
1.35,-9.67
0.87,-9.41
0.45,-9.13
0.02,-8.849999
-0.35,-8.559999
-0.73,-8.26
-1.05,-7.95
-1.4,-7.65
-1.7,-7.33
-2,-7.01
-2.3,-6.69
-2.55,-6.36
-2.75,-6.03
-3,-5.7
-3.2,-5.36
-3.4,-5.03
-3.55,-4.68
-3.7,-4.35
-3.85,-4.01
-3.9,-3.67
-4,-3.33
-4.08,-3
-4.1,-2.67
-4.15,-2.34
-4.15,-2.02
-4.15,-1.7
-4.1,-1.39
-4.08,-1.08
-4.05,-0.79
-3.98,-0.49
-3.9,-0.21
-3.78,0.07
-3.65,0.34
-3.55,0.6
-3.45,0.85
-3.28,1.09
-3.15,1.32
-2.98,1.54
-2.8,1.76
-2.63,1.97
-2.5,2.17
-2.3,2.35
-2.1,2.53
-1.93,2.7
-1.75,2.87
-1.55,3.02
-1.35,3.18
-1.18,3.32
15.9,-13.88
15.15,-14.21
14.5,-14.49
13.75,-14.72
13,-14.89
12.25,-15.02
11.4,-15.09
10.65,-15.11
9.9,-15.09
9.05,-15.02
8.3,-14.91
7.45,-14.77
6.7,-14.58
5.95,-14.37
5.2,-14.12
4.45,-13.86
3.7,-13.56
3.05,-13.25
2.4,-12.92
1.7,-12.57
1.1,-12.21
0.55,-11.84
0,-11.46
-0.5,-11.06
-1,-10.65
-1.45,-10.24
-1.8,-9.809999
-2.25,-9.38
-2.6,-8.929999
-2.95,-8.47
-3.3,-8
-3.55,-7.53
-3.8,-7.04
-4.05,-6.56
-4.2,-6.06
-4.45,-5.56
-4.6,-5.06
-4.7,-4.55
-4.8,-4.06
-4.8,-3.56
-4.9,-3.07
-4.9,-2.59
-4.8,-2.11
-4.8,-1.64
-4.7,-1.19
-4.55,-0.74
-4.5,-0.31
-4.35,0.11
-4.1,0.52
-3.95,0.91
-3.7,1.29
-3.5,1.65
-3.3,1.99
-3,2.32
-2.7,2.63
-2.5,2.92
-2.2,3.19
-1.9,3.45
-1.6,3.68
-1.3,3.9
-1,4.09
-0.7,4.28
-0.4,4.44
-0.09999999,4.58
0.2,4.71
0.5,4.83
0.8,4.93
1.1,5.02
17.95,-16.29
17.2,-16.77
16.5,-17.19
15.73,-17.54
14.95,-17.83
14.13,-18.05
13.3,-18.21
12.45,-18.3
11.55,-18.32
10.6,-18.28
9.7,-18.19
8.75,-18.03
7.8,-17.82
6.87,-17.57
6,-17.27
5.05,-16.94
4.2,-16.56
3.3,-16.16
2.5,-15.73
1.7,-15.28
1,-14.81
0.3,-14.32
-0.35,-13.81
-0.98,-13.28
-1.55,-12.72
-2.03,-12.16
-2.5,-11.57
-2.95,-10.96
-3.4,-10.33
-3.75,-9.679999
-4.15,-9.02
-4.45,-8.34
-4.7,-7.65
-4.93,-6.95
-5.15,-6.23
-5.3,-5.52
-5.4,-4.81
-5.45,-4.11
-5.5,-3.41
-5.45,-2.73
-5.35,-2.07
-5.25,-1.42
-5.1,-0.79
-4.93,-0.19
-4.7,0.4
-4.43,0.96
-4.2,1.49
-3.93,2.01
-3.65,2.49
-3.33,2.94
-3.05,3.37
-2.7,3.77
-2.4,4.14
-2.05,4.48
-1.7,4.8
-1.35,5.09
-1.05,5.35
-0.68,5.59
-0.35,5.81
0,6
0.35,6.17
0.75,6.32
1.05,6.45
1.45,6.55
1.85,6.64
2.17,6.71
2.55,6.76
2.9,6.8
19.3,-17.83
18.65,-18.5
18,-19.11
17.25,-19.64
16.5,-20.1
15.65,-20.48
14.9,-20.78
14,-21
13.1,-21.14
12.15,-21.2
11.1,-21.18
10.15,-21.08
9.099999,-20.9
8.05,-20.66
7,-20.34
5.95,-19.97
4.9,-19.54
3.9,-19.06
2.9,-18.54
2,-17.98
1.2,-17.39
0.35,-16.76
-0.4,-16.1
-1.1,-15.42
-1.8,-14.7
-2.35,-13.95
-2.9,-13.18
-3.45,-12.38
-3.9,-11.56
-4.35,-10.71
-4.7,-9.84
-5.1,-8.94
-5.4,-8.04
-5.65,-7.13
-5.9,-6.21
-6.05,-5.3
-6.1,-4.39
-6.1,-3.5
-6,-2.63
-5.95,-1.77
-5.7,-0.94
-5.5,-0.13
-5.2,0.66
-4.85,1.44
-4.5,2.18
-4.05,2.9
-3.7,3.58
-3.25,4.21
-2.8,4.79
-2.35,5.3
-2,5.74
-1.55,6.1
-1.2,6.4
-0.8,6.65
-0.4,6.85
-0.09999999,7.02
0.3,7.17
0.65,7.3
1,7.42
1.4,7.51
1.8,7.59
2.15,7.66
2.6,7.7
2.95,7.74
3.3,7.76
3.7,7.79
4,7.8
4.4,7.83
20.45,-18.03
19.9,-18.95
19.25,-19.81
18.58,-20.58
17.9,-21.26
17.15,-21.86
16.4,-22.37
15.58,-22.79
14.7,-23.11
13.8,-23.34
12.85,-23.48
11.8,-23.52
10.75,-23.46
9.65,-23.31
8.5,-23.07
7.4,-22.73
6.25,-22.31
5.17,-21.8
4.1,-21.22
3.07,-20.56
2.15,-19.84
1.22,-19.07
0.4,-18.25
-0.4,-17.4
-1.2,-16.5
-1.88,-15.58
-2.55,-14.62
-3.13,-13.65
-3.7,-12.65
-4.2,-11.63
-4.65,-10.59
-5.08,-9.54
-5.5,-8.47
-5.78,-7.4
-6,-6.33
-6.2,-5.27
-6.25,-4.21
-6.3,-3.18
-6.25,-2.14
-6.15,-1.12
-5.95,-0.11
-5.68,0.88
-5.4,1.88
-5.08,2.85
-4.65,3.79
-4.28,4.67
-3.85,5.47
-3.4,6.16
-2.9,6.75
-2.45,7.21
-1.95,7.56
-1.55,7.81
-1.15,8
-0.73,8.15
-0.3,8.27
0.07,8.389999
0.5,8.51
0.92,8.63
1.4,8.75
1.9,8.86
2.4,8.95
2.85,9.02
3.3,9.09
3.75,9.139999
4.2,9.2
4.62,9.24
5.1,9.28
5.52,9.309999
21.2,-17.17
20.75,-18.36
20.2,-19.47
19.7,-20.49
19.2,-21.42
18.6,-22.24
18,-22.98
17.3,-23.61
16.6,-24.16
15.8,-24.6
14.9,-24.95
14,-25.19
13,-25.33
11.85,-25.35
10.7,-25.27
9.5,-25.06
8.3,-24.74
7.15,-24.29
6,-23.73
4.9,-23.04
3.9,-22.25
2.9,-21.37
1.9,-20.4
1.1,-19.38
0.2,-18.3
-0.55,-17.2
-1.3,-16.07
-2,-14.92
-2.7,-13.76
-3.3,-12.59
-3.9,-11.41
-4.35,-10.22
-4.8,-9.04
-5.2,-7.86
-5.5,-6.69
-5.75,-5.53
-5.9,-4.39
-6,-3.25
-6,-2.11
-5.95,-0.95
-5.9,0.21
-5.75,1.41
-5.6,2.62
-5.4,3.83
-5.1,4.99
-4.8,6.05
-4.4,6.99
-3.95,7.75
-3.5,8.36
-3.05,8.79
-2.6,9.09
-2.15,9.27
-1.7,9.389999
-1.3,9.48
-0.9,9.55
-0.5,9.65
-0.09999999,9.76
0.35,9.929999
0.8,10.12
1.35,10.34
1.9,10.56
2.4,10.78
3,10.99
3.5,11.18
4.1,11.33
4.6,11.44
5.2,11.52
5.8,11.54
20.6,-14.86
20.53,-16.23
20.4,-17.56
20.2,-18.81
19.95,-20
19.68,-21.1
19.35,-22.12
18.98,-23.04
18.55,-23.88
18.08,-24.6
17.5,-25.23
16.78,-25.74
15.95,-26.12
14.97,-26.38
13.85,-26.51
12.7,-26.49
11.4,-26.34
10.17,-26.04
8.95,-25.6
7.7,-25.02
6.55,-24.31
5.47,-23.46
4.45,-22.51
3.45,-21.45
2.55,-20.3
1.65,-19.09
0.8,-17.83
-0.03,-16.54
-0.8,-15.22
-1.53,-13.89
-2.2,-12.57
-2.8,-11.26
-3.35,-9.96
-3.83,-8.7
-4.3,-7.46
-4.65,-6.26
-4.9,-5.06
-5.1,-3.87
-5.3,-2.66
-5.38,-1.4
-5.45,-0.07
-5.4,1.31
-5.35,2.75
-5.28,4.19
-5.1,5.57
-4.88,6.78
-4.55,7.8
-4.23,8.55
-3.85,9.08
-3.48,9.37
-3.15,9.54
-2.85,9.59
-2.55,9.62
-2.3,9.67
-2.05,9.78
-1.73,10.01
-1.35,10.34
-0.9,10.78
-0.35,11.27
0.2,11.75
0.8,12.17
1.4,12.5
2,12.73
2.52,12.87
3,12.96
3.52,12.99
4,13.01
4.52,13
19.6,-11.36
20,-12.85
20.3,-14.34
20.55,-15.82
20.6,-17.27
20.7,-18.67
20.7,-20.01
20.7,-21.28
20.6,-22.48
20.5,-23.57
20.3,-24.56
19.85,-25.4
19.3,-26.11
18.6,-26.63
17.7,-27.01
16.65,-27.19
15.5,-27.22
14.25,-27.07
13,-26.78
11.7,-26.35
10.4,-25.78
9.2,-25.09
8,-24.27
6.8,-23.31
5.7,-22.24
4.55,-21.05
3.5,-19.77
2.45,-18.4
1.5,-16.98
0.65,-15.54
-0.2,-14.08
-0.85,-12.64
-1.5,-11.23
-2.1,-9.86
-2.6,-8.53
-3.15,-7.24
-3.5,-5.96
-3.9,-4.68
-4.2,-3.36
-4.35,-1.96
-4.5,-0.47
-4.6,1.11
-4.6,2.75
-4.6,4.37
-4.6,5.9
-4.45,7.19
-4.3,8.19
-4.15,8.82
-4,9.179999
-3.85,9.27
-3.8,9.24
-3.65,9.16
-3.6,9.12
-3.45,9.22
-3.3,9.46
-3,9.91
-2.7,10.51
-2.25,11.22
-1.7,11.92
-1.2,12.53
-0.6,12.98
-0.05,13.23
0.4,13.34
0.85,13.34
1.2,13.3
1.55,13.27
1.9,13.27
2.2,13.31
18.7,-7.68
19.55,-9.139999
20.25,-10.65
20.95,-12.22
21.45,-13.8
21.9,-15.38
22.3,-16.95
22.58,-18.47
22.8,-19.95
22.9,-21.35
22.95,-22.68
22.9,-23.89
22.65,-25.01
22.28,-25.97
21.75,-26.79
20.98,-27.4
20.1,-27.82
19.07,-28
17.95,-27.98
16.75,-27.77
15.5,-27.4
14.17,-26.85
12.8,-26.17
11.37,-25.32
9.95,-24.31
8.57,-23.14
7.15,-21.82
5.82,-20.39
4.55,-18.88
3.47,-17.36
2.4,-15.84
1.52,-14.35
0.7,-12.89
-0.08,-11.47
-0.85,-10.06
-1.48,-8.66
-2.05,-7.25
-2.6,-5.83
-3.05,-4.35
-3.4,-2.81
-3.65,-1.18
-3.88,0.52
-4.05,2.27
-4.2,3.98
-4.3,5.57
-4.38,6.87
-4.45,7.86
-4.5,8.4
-4.55,8.639999
-4.62,8.599999
-4.7,8.5
-4.72,8.46
-4.65,8.57
-4.5,8.91
-4.35,9.42
-4.08,10.1
-3.75,10.87
-3.4,11.66
-3,12.39
-2.63,12.95
-2.2,13.33
-1.73,13.49
-1.35,13.5
-0.95,13.4
-0.65,13.31
-0.37,13.25
-0.2,13.25
-0.05,13.31
17.7,-4.35
18.7,-5.57
19.8,-6.91
20.85,-8.38
21.8,-9.95
22.7,-11.6
23.5,-13.31
24.2,-15.03
24.8,-16.74
25.2,-18.42
25.5,-20.04
25.65,-21.58
25.7,-23.07
25.55,-24.47
25.3,-25.78
24.8,-26.93
24.2,-27.89
23.4,-28.6
22.5,-29.1
21.45,-29.32
20.4,-29.33
19.1,-29.09
17.7,-28.62
16.2,-27.89
14.6,-26.92
12.95,-25.69
11.3,-24.28
9.8,-22.72
8.4,-21.12
7.05,-19.53
5.8,-17.99
4.6,-16.5
3.5,-15.04
2.35,-13.57
1.2,-12.06
0.25,-10.52
-0.6,-8.94
-1.4,-7.33
-2,-5.7
-2.55,-4.04
-3,-2.33
-3.4,-0.57
-3.8,1.24
-4.1,2.99
-4.4,4.63
-4.7,5.97
-4.9,6.97
-5.05,7.5
-5.1,7.67
-5.25,7.55
-5.4,7.4
-5.5,7.44
-5.5,7.76
-5.35,8.429999
-5.2,9.28
-4.9,10.22
-4.6,11.12
-4.4,11.89
-4.1,12.49
-3.9,12.87
-3.6,13.07
-3.25,13.14
-2.9,13.12
-2.45,13.1
-2.1,13.1
-1.8,13.15
-1.6,13.23
-1.6,13.31
16.2,-1.39
17.2,-2.35
18.3,-3.44
19.45,-4.66
20.65,-6.01
21.93,-7.51
23.15,-9.13
24.35,-10.86
25.45,-12.67
26.45,-14.53
27.3,-16.43
27.95,-18.31
28.4,-20.16
28.6,-21.93
28.55,-23.61
28.23,-25.16
27.7,-26.58
27,-27.81
26.15,-28.86
25.15,-29.66
24.05,-30.24
22.75,-30.52
21.35,-30.51
19.85,-30.14
18.25,-29.46
16.67,-28.44
15.1,-27.21
13.65,-25.81
12.25,-24.35
10.92,-22.9
9.55,-21.44
8.02,-19.96
6.45,-18.4
4.9,-16.73
3.4,-14.96
1.97,-13.11
0.8,-11.21
-0.18,-9.34
-1,-7.5
-1.65,-5.71
-2.2,-3.95
-2.78,-2.16
-3.25,-0.33
-3.78,1.52
-4.3,3.3
-4.7,4.8
-4.95,5.96
-5.05,6.6
-5,6.86
-5,6.74
-5.05,6.54
-5.1,6.53
-5.25,6.91
-5.3,7.79
-5.3,8.94
-5.13,10.13
-4.95,11.16
-4.7,11.87
-4.45,12.32
-4.15,12.5
-3.95,12.57
-3.67,12.6
-3.4,12.65
-3.05,12.74
-2.75,12.83
-2.45,12.87
-2.3,12.84
-2.25,12.73
15.1,0.62
16.05,0.06
17.1,-0.53
18.3,-1.22
19.6,-2.07
20.95,-3.18
22.3,-4.55
23.8,-6.2
25.2,-8.059999
26.65,-10.1
27.9,-12.25
29.06,-14.45
30.1,-16.66
30.8,-18.83
31.3,-20.93
31.4,-22.9
31.3,-24.74
30.8,-26.38
30.1,-27.83
29.1,-29.01
27.9,-29.94
26.4,-30.57
24.8,-30.94
23.15,-31
21.5,-30.82
20,-30.38
18.6,-29.74
17.15,-28.91
15.8,-27.95
14.25,-26.81
12.6,-25.52
10.75,-24
8.9,-22.26
6.99,-20.29
5.2,-18.16
3.69,-15.92
2.3,-13.66
1.14,-11.48
0.2,-9.4
-0.5,-7.5
-1.1,-5.69
-1.7,-3.93
-2.2,-2.1
-2.91,-0.15
-3.5,1.85
-4.05,3.67
-4.4,5.14
-4.6,5.99
-4.5,6.35
-4.35,6.25
-4.2,5.97
-4.2,5.87
-4.3,6.19
-4.45,7.14
-4.6,8.45
-4.7,9.84
-4.6,11.03
-4.45,11.78
-4.2,12.19
-3.9,12.34
-3.6,12.4
-3.45,12.48
-3.3,12.6
-3.05,12.7
-2.9,12.7
-2.6,12.51
-2.4,12.15
-2.4,11.68
15.15,3.12
16.37,3.04
17.7,2.84
19.2,2.43
20.7,1.8
22.23,0.87
23.7,-0.32
25.13,-1.82
26.45,-3.54
27.65,-5.49
28.8,-7.59
29.91,-9.83
30.9,-12.18
31.78,-14.65
32.55,-17.18
33.16,-19.7
33.5,-22.16
33.55,-24.41
33.3,-26.46
32.68,-28.15
31.8,-29.53
30.58,-30.52
29.2,-31.21
27.7,-31.65
26.15,-31.91
24.57,-31.99
23,-31.89
21.25,-31.54
19.4,-30.97
17.4,-30.07
15.25,-28.89
13.02,-27.33
10.85,-25.49
8.87,-23.36
7.05,-21.05
5.44,-18.61
4,-16.1
2.74,-13.65
1.75,-11.29
0.97,-9.139999
0.35,-7.2
-0.13,-5.44
-0.65,-3.69
-1.31,-1.78
-2,0.31
-2.73,2.44
-3.3,4.35
-3.58,5.61
-3.65,6.21
-3.57,6.09
-3.5,5.67
-3.45,5.34
-3.5,5.45
-3.68,6.28
-3.75,7.64
-3.85,9.26
-3.85,10.75
-3.78,11.7
-3.7,12.16
-3.5,12.21
-3.4,12.19
-3.2,12.25
-3.05,12.41
-2.95,12.52
-2.85,12.47
-2.6,12.1
-2.45,11.5
-2.25,10.77
16,6.53
17.7,6.63
19.5,6.52
21.3,6.11
23.2,5.43
25.1,4.39
26.9,3.06
28.5,1.4
29.9,-0.46
30.95,-2.46
31.9,-4.53
32.65,-6.69
33.4,-8.97
34.01,-11.43
34.5,-14.04
34.81,-16.75
35,-19.49
35.11,-22.19
35,-24.8
34.66,-27.21
34.1,-29.35
33.4,-31.06
32.5,-32.37
31.55,-33.27
30.4,-33.91
29.1,-34.31
27.5,-34.5
25.6,-34.35
23.5,-33.89
21.05,-33
18.5,-31.75
16.04,-30.13
13.7,-28.21
11.49,-26.03
9.5,-23.67
7.74,-21.13
6.1,-18.49
4.74,-15.79
3.6,-13.12
2.69,-10.66
2,-8.48
1.5,-6.68
1,-5.06
0.35,-3.37
-0.5,-1.45
-1.36,0.77
-2.1,3
-2.6,4.77
-2.9,5.86
-2.9,5.95
-2.9,5.48
-2.9,4.91
-3,4.77
-3.05,5.47
-3.1,6.82
-3.2,8.639999
-3.2,10.38
-3.1,11.52
-3,12.04
-3,12.02
-2.9,11.88
-2.85,11.87
-2.8,12.03
-2.65,12.23
-2.5,12.25
-2.35,11.9
-2.1,11.24
-1.8,10.38
17.5,10.85
19.65,10.97
21.85,10.79
24.05,10.29
26.25,9.46
28.53,8.24
30.75,6.67
32.73,4.74
34.4,2.58
35.76,0.24
36.95,-2.22
37.91,-4.79
38.7,-7.46
39.16,-10.17
39.2,-12.88
38.83,-15.44
38.25,-17.85
37.75,-20.16
37.35,-22.54
36.83,-25.06
36.15,-27.62
35.31,-30.06
34.35,-32.25
33.43,-34
32.45,-35.34
31.4,-36.23
30.05,-36.75
28.42,-36.82
26.55,-36.52
24.5,-35.81
22.35,-34.75
20.07,-33.32
17.75,-31.53
15.37,-29.35
13.05,-26.85
10.84,-24.08
8.849999,-21.14
7.17,-18.12
5.75,-15.12
4.67,-12.34
3.8,-9.889999
3.15,-7.96
2.55,-6.36
1.9,-4.88
1.15,-3.18
0.29,-1.06
-0.6,1.28
-1.31,3.41
-1.8,4.99
-2.08,5.55
-2.15,5.4
-2.12,4.89
-2,4.59
-1.93,5.03
-1.95,6.19
-2.08,7.93
-2.2,9.679999
-2.3,10.88
-2.3,11.54
-2.3,11.65
-2.25,11.59
-2.15,11.59
-2.05,11.71
-1.93,11.88
-1.8,11.92
-1.65,11.66
-1.45,11.12
-1.15,10.33
18.7,14.67
21.25,14.97
23.7,14.87
26.15,14.19
28.4,13
30.45,11.31
32.4,9.36
34.25,7.27
36,5.13
37.65,2.89
39.3,0.45
40.91,-2.27
42.3,-5.18
43.36,-8.15
43.9,-11.09
43.91,-13.99
43.4,-16.79
42.56,-19.36
41.9,-21.79
41.16,-24.26
40.2,-26.8
38.96,-29.36
37.5,-31.84
36,-34.07
34.5,-35.96
33,-37.33
31.4,-38.25
29.8,-38.62
28.2,-38.64
26.85,-38.35
25.4,-37.83
23.75,-36.92
21.7,-35.54
19.29,-33.46
16.7,-30.82
14.19,-27.7
11.8,-24.33
9.79,-20.86
8.099999,-17.45
6.69,-14.31
5.6,-11.54
4.84,-9.389999
4.2,-7.68
3.6,-6.25
3,-4.71
2.34,-2.78
1.6,-0.54
0.84,1.72
0.2,3.62
-0.35,4.69
-0.7,5.07
-0.7,4.99
-0.5,4.94
-0.2,5.35
0,6.26
-0.05,7.65
-0.3,9.11
-0.7,10.21
-1,10.93
-1.15,11.24
-1.2,11.37
-1.15,11.44
-1,11.54
-0.85,11.61
-0.7,11.59
-0.7,11.37
-0.7,10.98
-0.5,10.36
18.25,18.61
20.87,19.38
23.55,19.53
26.18,18.76
28.75,17.25
31.11,14.99
33.15,12.35
34.81,9.679999
36.25,7.14
37.73,4.71
39.5,2.18
41.26,-0.59
42.8,-3.6
43.91,-6.7
44.8,-9.74
45.66,-12.83
46.25,-16.15
46.23,-19.64
45.7,-22.94
44.76,-25.84
43.6,-28.46
42.23,-30.82
40.7,-33.05
39.13,-35.17
37.35,-37.09
35.48,-38.61
33.4,-39.72
31.48,-40.38
29.7,-40.71
28.27,-40.75
26.95,-40.56
25.55,-40.02
23.9,-39.01
21.87,-37.25
19.6,-34.83
17.19,-31.68
14.75,-28.06
12.46,-24.13
10.5,-20.19
8.87,-16.58
7.6,-13.43
6.59,-10.97
5.85,-8.97
5.3,-7.32
4.9,-5.67
4.59,-3.82
4.3,-1.78
3.87,0.29
3.45,2.13
2.9,3.4
2.4,4.17
2.02,4.54
1.85,4.9
1.97,5.5
2.1,6.36
2.1,7.4
1.95,8.44
1.55,9.309999
1.05,9.99
0.67,10.42
0.4,10.69
0.3,10.85
0.35,10.97
0.4,11.05
0.4,11.07
0.4,10.95
0.4,10.79
0.5,10.57
17,22.66
19.3,23.6
21.8,23.71
24.45,22.84
27.4,21.24
30.36,18.76
33,15.74
34.91,12.51
36.2,9.32
37.16,6.32
38.4,3.47
39.86,0.64
41.4,-2.46
42.46,-5.99
43,-9.639999
43.56,-13.02
44.3,-16.23
45.06,-19.47
45.2,-22.69
44.66,-25.64
43.9,-28.34
43.01,-30.9
42,-33.38
40.85,-35.81
39.4,-38.11
37.55,-40
35.6,-41.41
33.55,-42.26
31.6,-42.73
29.8,-42.81
28,-42.57
26.25,-41.99
24.7,-41.12
23.1,-39.77
21.5,-37.88
19.59,-35.15
17.4,-31.69
15.04,-27.53
13,-23.15
11.24,-19.08
9.8,-15.53
8.639999,-12.68
7.7,-10.26
7.04,-8.15
6.8,-6.12
6.69,-4.12
6.7,-2.17
6.75,-0.42
6.7,1.07
6.4,2.15
6,2.96
5.55,3.59
5.1,4.26
4.8,5.07
4.6,5.99
4.45,6.89
4.2,7.66
3.85,8.3
3.4,8.889999
2.95,9.34
2.5,9.639999
2.2,9.74
1.9,9.8
1.8,9.849999
1.7,9.91
1.7,9.969999
1.6,10.09
1.75,10.32
15.15,26.48
17.17,26.94
19.5,26.4
22.08,24.94
24.85,23.02
27.76,20.73
30.65,18.1
32.93,14.94
34.3,11.44
34.66,7.97
34.75,4.84
35.53,2.13
36.85,-0.61
38.18,-3.71
38.8,-7.12
38.93,-10.47
39.35,-13.67
40.61,-17.02
41.9,-20.62
42.23,-24.11
42,-27.25
41.71,-30.12
41.4,-32.99
40.81,-35.95
39.55,-38.82
37.75,-41.2
35.8,-42.91
34.08,-43.81
32.5,-44.19
30.82,-44.13
29,-43.74
27.1,-43.04
25.4,-42.14
23.97,-40.99
22.75,-39.5
21.29,-37.3
19.45,-34.31
17.46,-30.41
15.55,-26.07
13.84,-21.79
12.3,-17.9
10.97,-14.6
9.849999,-11.62
9.09,-8.88
8.7,-6.26
8.639999,-3.88
8.75,-1.81
8.9,-0.27
9,0.86
8.97,1.56
8.9,2.08
8.65,2.58
8.25,3.23
7.82,4.09
7.4,5.05
6.97,5.92
6.6,6.59
6,7.13
5.45,7.69
5.1,8.179999
4.8,8.45
4.45,8.42
4.05,8.28
3.7,8.16
3.45,8.19
3.35,8.51
3.35,9.09
3.72,9.84
13.6,28.62
15.75,28.6
18.1,27.59
20.6,25.6
22.9,23.22
25.05,20.85
27.4,18.61
29.76,16.23
31.4,13.4
31.51,10.01
30.6,6.54
30.31,3.3
31,0.24
32.41,-2.83
33.2,-6.11
33.16,-9.719999
33.2,-13.53
34.46,-17.58
36.2,-21.76
37.31,-25.67
37.5,-29
37.5,-31.62
37.7,-34.02
37.71,-36.55
37.1,-39.24
35.6,-41.74
33.8,-43.66
32.4,-44.66
31.4,-45.03
30.45,-44.87
29.3,-44.43
27.8,-43.73
26.3,-42.83
25,-41.72
23.8,-40.38
22.69,-38.54
21.4,-36.06
19.79,-32.67
18.2,-28.68
16.54,-24.42
15,-20.29
13.54,-16.55
12.3,-13.04
11.49,-9.67
11,-6.44
10.79,-3.64
10.7,-1.41
10.7,0.01
10.8,0.89
10.8,1.36
10.9,1.71
10.9,2.09
10.9,2.58
10.6,3.23
10.2,3.96
9.65,4.64
9,5.25
8.349999,5.81
7.6,6.44
7.15,7.05
6.9,7.4
6.7,7.36
6.4,7.15
6,6.97
5.7,7.02
5.6,7.56
5.8,8.53
6.45,9.809999
13.35,29.28
15.28,29.35
17.5,28.51
