U,V
-5.4,-6.509995
-5.45,-5.629995
-5.4,-4.729995
-5.35,-3.809995
-5.25,-2.909995
-5.08,-1.999995
-4.85,-1.129995
-4.6,-0.2699951
-4.4,0.5400048
-4.08,1.310005
-3.75,2.030005
-3.45,2.690005
-3.1,3.280005
-2.8,3.800005
-2.45,4.240005
-2.1,4.610005
-1.8,4.910005
-1.5,5.140005
-1.25,5.310005
-0.98,5.430005
-0.7,5.500005
-0.53,5.540005
-0.3,5.540005
-0.12,5.550005
0.05,5.540005
0.3,5.550005
0.45,5.580005
0.65,5.630005
0.85,5.710005
1.02,5.820005
1.25,5.950005
1.47,6.120005
1.7,6.290005
1.95,6.490005
19,-19.85999
17.95,-20.57999
16.9,-21.12
15.9,-21.46
14.9,-21.65999
14,-21.72999
13.1,-21.72
12.3,-21.65999
11.5,-21.56999
10.65,-21.46
9.8,-21.31999
8.9,-21.14999
7.9,-20.92999
6.95,-20.64
5.9,-20.26999
4.85,-19.80999
3.8,-19.25999
2.75,-18.64
1.8,-17.96
1,-17.24999
0.2,-16.52999
-0.45,-15.83999
-1.1,-15.16999
-1.6,-14.55999
-2.2,-13.96999
-2.7,-13.41999
-3.2,-12.85999
-3.75,-12.27999
-4.2,-11.62999
-4.65,-10.88999
-5.1,-10.05999
-5.5,-9.119995
-5.8,-8.089995
-6.05,-6.979995
-6.2,-5.829995
-6.35,-4.659995
-6.4,-3.499995
-6.4,-2.379995
-6.4,-1.309995
-6.25,-0.3099951
-6.1,0.6300049
-5.9,1.520005
-5.7,2.350005
-5.4,3.130005
-5.1,3.860005
-4.7,4.510005
-4.4,5.080005
-4,5.540005
-3.7,5.880005
-3.3,6.100005
-3,6.210005
-2.7,6.210005
-2.4,6.160005
-2.15,6.060005
-1.9,5.940005
-1.7,5.840005
-1.5,5.750005
-1.3,5.710005
-1.1,5.700005
-0.95,5.770005
-0.7,5.890005
-0.5,6.090005
-0.3,6.340005
0.05,6.660005
0.5,7.020005
0.95,7.400005
1.5,7.790005
2.1,8.160005
20.3,-19.95
19.3,-21.02999
18.25,-21.88
17.2,-22.48999
16.25,-22.90999
15.35,-23.18999
14.55,-23.37
13.8,-23.49999
13.05,-23.58999
12.17,-23.63999
11.3,-23.64999
10.3,-23.56999
9.2,-23.40999
8.05,-23.12
6.9,-22.71
5.72,-22.16999
4.6,-21.54
3.65,-20.8
2.75,-20.00999
1.9,-19.18999
1.15,-18.35999
0.5,-17.56
-0.2,-16.81
-0.85,-16.10999
-1.55,-15.46999
-2.23,-14.85999
-2.95,-14.26999
-3.63,-13.62999
-4.3,-12.92999
-4.95,-12.09999
-5.5,-11.13999
-5.9,-9.999995
-6.25,-8.749995
-6.45,-7.379995
-6.6,-5.979995
-6.63,-4.589995
-6.65,-3.259995
-6.63,-2.039995
-6.6,-0.9299951
-6.53,0.07000488
-6.45,0.9900048
-6.33,1.860005
-6.2,2.700005
-6.03,3.520005
-5.75,4.330005
-5.58,5.080005
-5.3,5.750005
-5.03,6.290005
-4.75,6.710005
-4.45,6.980005
-4.15,7.120005
-3.77,7.150005
-3.45,7.100005
-3.05,7.000005
-2.65,6.870005
-2.2,6.750005
-1.75,6.640005
-1.37,6.590005
-0.95,6.590005
-0.58,6.690005
-0.15,6.880005
0.3,7.180005
0.8,7.560005
1.4,8.030005
2.1,8.530005
2.85,9.050005
3.65,9.530005
4.4,9.950005
21.9,-19.10999
21.05,-20.64999
20.1,-21.95
19.1,-22.97
18.1,-23.75999
17.25,-24.31999
16.5,-24.72999
15.75,-25.02999
15,-25.24999
14.2,-25.39999
13.3,-25.47999
12.2,-25.45
11.1,-25.3
9.9,-25.01999
8.7,-24.59999
7.65,-24.05
6.7,-23.39999
5.7,-22.66999
4.9,-21.89
4.05,-21.07999
3.2,-20.25999
2.4,-19.45
1.5,-18.65999
0.7,-17.91999
-0.2,-17.18999
-1.1,-16.48999
-1.9,-15.75999
-2.8,-14.97999
-3.6,-14.10999
-4.35,-13.09999
-5,-11.96
-5.55,-10.64999
-6,-9.219995
-6.3,-7.689995
-6.5,-6.119995
-6.65,-4.569995
-6.7,-3.079995
-6.7,-1.699995
-6.6,-0.4399951
-6.55,0.6900049
-6.5,1.720005
-6.35,2.650005
-6.2,3.530005
-5.95,4.350005
-5.7,5.110005
-5.5,5.790005
-5.2,6.400005
-4.9,6.920005
-4.6,7.360005
-4.3,7.700005
-4,7.960005
-3.7,8.140005
-3.4,8.260005
-3,8.330005
-2.6,8.370005
-2.15,8.380005
-1.7,8.380005
-1.25,8.400004
-0.8,8.470005
-0.35,8.670005
0.2,8.970005
0.7,9.430005
1.4,9.980004
2.15,10.57
2.9,11.12
3.8,11.58
4.7,11.91
5.45,12.09
20.85,-16.97999
20.38,-18.8
19.7,-20.42999
19.05,-21.8
18.4,-22.92999
17.9,-23.79
17.5,-24.47999
17.1,-24.99999
16.65,-25.41999
16.08,-25.71999
15.4,-25.92999
14.62,-26.02999
13.7,-26.04
12.85,-25.93999
12,-25.76999
11.1,-25.47999
10.2,-25.09999
9.099999,-24.55
8,-23.85999
6.8,-23.02999
5.6,-22.12
4.4,-21.2
3.3,-20.33999
2.3,-19.59999
1.35,-18.96
0.5,-18.40999
-0.3,-17.82999
-1.08,-17.12
-1.85,-16.22
-2.58,-15.04
-3.3,-13.64999
-3.95,-12.04
-4.55,-10.33
-5.05,-8.569995
-5.45,-6.809995
-5.78,-5.089995
-6.05,-3.399995
-6.18,-1.759995
-6.25,-0.1799951
-6.28,1.270005
-6.2,2.570005
-6.1,3.640005
-5.95,4.520005
-5.8,5.180005
-5.6,5.700005
-5.43,6.110005
-5.2,6.470005
-5.08,6.830005
-4.9,7.190005
-4.73,7.560005
-4.6,7.920005
-4.38,8.300005
-4.15,8.670005
-3.85,9.020004
-3.45,9.310004
-3.03,9.540005
-2.5,9.730004
-1.88,9.980004
-1.2,10.29
-0.45,10.72001
0.35,11.21
1.1,11.75
1.85,12.25
2.47,12.65
3.05,12.89
3.55,12.96
4,12.9
4.35,12.77
19.5,-14.79
19.3,-16.45
19,-17.92999
18.7,-19.17999
18.5,-20.23999
18.55,-21.14
18.7,-21.97
18.85,-22.75999
18.8,-23.50999
18.45,-24.17999
17.9,-24.72
17.3,-25.09999
16.6,-25.38999
16,-25.63999
15.4,-25.92999
14.6,-26.24999
13.6,-26.51999
12.35,-26.58999
10.9,-26.37
9.3,-25.74999
7.8,-24.83999
6.4,-23.7
5.2,-22.50999
4.05,-21.42999
3.1,-20.51999
2.1,-19.80999
1.2,-19.17999
0.4,-18.51999
-0.4,-17.67999
-1.1,-16.52999
-1.7,-15.08
-2.31,-13.31999
-2.9,-11.39999
-3.36,-9.429995
-3.9,-7.479995
-4.31,-5.599995
-4.7,-3.759995
-5.1,-1.999995
-5.4,-0.3099951
-5.65,1.190005
-5.8,2.480005
-5.95,3.440005
-6,4.160005
-6.1,4.670005
-6.2,5.110005
-6.2,5.540005
-6.1,6.030005
-6.05,6.560005
-6,7.100005
-5.85,7.640005
-5.7,8.190004
-5.5,8.750005
-5.3,9.330005
-4.85,9.900004
-4.4,10.43001
-3.75,10.94
-3,11.44
-2.25,11.93001
-1.5,12.39
-0.8,12.78
-0.2,13.1
0.25,13.33
0.7,13.41
1,13.28
1.3,12.98
1.55,12.63
1.6,12.37
1.7,12.3
19.8,-10.56999
20.13,-12.38999
20.25,-14.09999
20.25,-15.55999
20.25,-16.79
20.53,-17.75999
20.95,-18.64999
21.5,-19.56999
21.9,-20.63
22.05,-21.82999
21.9,-23.05
21.43,-24.16999
20.9,-25.13
20.28,-25.88
19.55,-26.50999
18.63,-26.99999
17.4,-27.38999
15.9,-27.56999
14.45,-27.56999
13.07,-27.33999
11.95,-26.97999
10.9,-26.47999
9.849999,-25.81999
8.5,-24.90999
6.9,-23.72
5.25,-22.26999
3.65,-20.72
2.3,-19.24999
1.25,-17.89
0.42,-16.64
-0.25,-15.34999
-0.88,-13.88999
-1.55,-12.25999
-2.18,-10.47999
-2.85,-8.669995
-3.43,-6.879995
-4.1,-5.129995
-4.63,-3.399995
-5.05,-1.709995
-5.35,-0.1299951
-5.55,1.260005
-5.7,2.340005
-5.85,3.170005
-5.95,3.780005
-6.05,4.300005
-6.23,4.820005
-6.35,5.400005
-6.43,6.060005
-6.5,6.800005
-6.38,7.630005
-6.2,8.510005
-5.83,9.390005
-5.4,10.18001
-5.03,10.83
-4.6,11.34
-4.23,11.77
-3.8,12.16
-3.25,12.51
-2.8,12.77
-2.32,12.86
-2,12.78
-1.8,12.54
-1.55,12.26
-1.17,12.08
-0.8,12.07
-0.6,12.27
-0.6,12.5
-0.67,12.54
19.3,-5.159995
20.6,-6.889995
21.7,-8.799994
22.25,-10.74
22.6,-12.55999
22.8,-14.04999
23.2,-15.27999
23.8,-16.32999
24.5,-17.42999
25.05,-18.74999
25.4,-20.26999
25.45,-21.93999
25.3,-23.60999
24.9,-25.13
24.3,-26.45
23.35,-27.46
22.2,-28.18999
20.85,-28.59999
19.5,-28.80999
18.6,-28.97999
17.8,-29.21
17,-29.46
15.9,-29.49999
14.15,-28.87
12.1,-27.49999
9.889999,-25.3
7.9,-22.75999
6.24,-20.38
5,-18.46
3.85,-17.14
2.8,-16.09999
1.75,-15.02999
0.8,-13.74
-0.09999999,-12.14999
-1,-10.41
-1.9,-8.599995
-2.8,-6.779995
-3.6,-4.979995
-4.2,-3.189995
-4.65,-1.489995
-5,0.08000488
-5.4,1.410005
-5.8,2.550005
-6.05,3.420005
-6.2,4.110005
-6.15,4.580005
-6.1,4.980005
-6.05,5.450005
-6,6.140005
-5.95,7.210005
-5.7,8.520004
-5.25,9.850004
-4.8,10.9
-4.6,11.44
-4.6,11.6
-4.8,11.58
-5,11.62
-4.8,11.83
-4.4,12.07
-3.95,12.17
-3.5,12.07
-3.2,11.85
-2.9,11.78
-2.45,12.16
-2,12.87
-1.9,13.62
-2.1,13.99
-2.3,13.59
17.1,0.1000049
18.83,-1.269995
20.4,-2.909995
21.8,-4.799995
23,-6.829995
24,-8.819995
24.85,-10.67999
25.8,-12.26999
26.7,-13.75
27.58,-15.24
28.35,-16.88
28.9,-18.7
29.25,-20.62
29.33,-22.55999
29.15,-24.47
28.58,-26.23999
27.75,-27.81999
26.68,-29.01999
25.55,-29.87
24.55,-30.37
23.5,-30.7
22.37,-30.88999
21,-30.85999
19.22,-30.32999
17.4,-29.26999
15.64,-27.62
14,-25.72999
12.49,-23.91999
10.9,-22.34999
9.12,-21.05
7.25,-19.79
5.45,-18.42999
3.85,-16.89999
2.45,-15.20999
1.15,-13.37999
-0.11,-11.41
-1.3,-9.279995
-2.31,-7.089995
-3,-4.979995
-3.5,-3.199995
-4.05,-1.709995
-4.78,-0.4399951
-5.6,0.8200049
-6.35,2.140005
-6.8,3.430005
-6.55,4.470005
-5.95,5.230005
-5.25,5.770005
-4.7,6.320005
-4.48,7.180005
-4.3,8.340005
-4.1,9.640005
-3.95,10.67
-4.03,11.07
-4.3,11.02
-4.82,10.78
-5.25,10.67
-5.18,10.91
-4.8,11.35
-4.3,11.85
-3.95,12.2
-3.9,12.39
-3.9,12.57
-3.78,12.9
-3.6,13.3
-3.52,13.46
-3.8,13.14
-3.95,12.25
14.2,2.500005
15.35,2.020005
16.8,1.470005
18.65,0.8000048
20.6,-0.1299951
22.7,-1.479995
24.8,-3.229995
26.71,-5.329995
28.3,-7.659995
29.56,-10.18999
30.5,-12.84999
31.21,-15.56999
31.7,-18.23999
31.96,-20.71
31.9,-22.97
31.7,-24.97999
31.3,-26.79
30.85,-28.29
30.4,-29.46999
29.8,-30.23999
29,-30.68999
27.85,-30.84999
26.3,-30.83999
24.6,-30.66999
22.9,-30.33999
21.3,-29.87
19.8,-29.27999
18.25,-28.49999
16.4,-27.46
14.34,-25.97999
12.1,-24.13
9.889999,-22.04
7.8,-19.96
5.99,-18.06
4.3,-16.22999
2.69,-14.26999
1.3,-12.04999
-0.01,-9.629995
-1.1,-7.289995
-1.9,-5.389995
-2.5,-3.869995
-3.15,-2.539995
-3.9,-1.039995
-4.86,0.8600048
-5.6,2.930005
-5.7,4.710005
-5.4,5.980005
-4.7,6.670005
-4.1,7.140005
-3.85,7.570005
-3.8,8.120005
-3.8,8.870005
-3.6,9.570004
-3.55,9.880005
-3.8,9.870005
-4.25,9.720005
-4.7,9.730004
-4.85,10.1
-4.6,10.76
-4.05,11.6
-3.8,12.3
-3.9,12.65
-4.2,12.79
-4.35,12.85
-4.6,12.9
-5.05,12.84
-5.8,12.47001
-6.4,11.6
15.5,3.490005
16.82,3.540005
18.45,3.600005
20.45,3.510005
22.55,3.100005
24.65,2.180005
26.65,0.8300049
28.45,-0.9699951
30.05,-3.109995
31.41,-5.639995
32.4,-8.499995
32.96,-11.62
33.1,-14.77999
32.86,-17.72
32.55,-20.38
32.2,-22.7
31.9,-24.74999
31.73,-26.47999
31.7,-27.89999
31.68,-28.95
31.5,-29.76999
30.9,-30.37
29.9,-30.88
28.63,-31.30999
27.25,-31.67999
25.87,-31.99999
24.45,-32.23999
22.75,-32.26999
20.8,-31.88999
18.55,-30.81999
16.15,-29.12
13.59,-26.85999
11.05,-24.37
8.79,-21.87
6.85,-19.40999
5.34,-16.98999
4.1,-14.5
2.87,-11.96999
1.65,-9.549994
0.65,-7.549995
-0.09999999,-5.939995
-0.55,-4.549995
-0.95,-2.929995
-1.68,-0.7299951
-2.5,1.810005
-3.33,4.190005
-3.85,6.040005
-4,7.110005
-3.9,7.730005
-3.9,8.030005
-4,8.190004
-4.15,8.370005
-4.2,8.620005
-4.08,8.940004
-4,9.150004
-4.07,9.180005
-4.25,9.240005
-4.3,9.580005
-4.25,10.16
-4.13,10.84
-4.2,11.36
-4.5,11.43001
-4.9,11.16
-5.15,10.92
-5.25,11
-5.6,11.36
-6.45,11.53
-7.25,11
16.8,5.730005
18.6,6.090005
20.6,6.260005
22.6,5.950005
24.4,5.160005
25.85,3.930005
27.1,2.480005
28.25,0.8300049
29.8,-1.069995
31.41,-3.429995
32.8,-6.149995
33.61,-9.159995
34,-12.18999
34.26,-15.00999
34.5,-17.58999
34.65,-19.89
34.7,-21.99999
34.6,-23.81999
34.5,-25.40999
34.35,-26.77999
34.2,-28.12
33.8,-29.49999
33.1,-30.89999
32.15,-32.21
31,-33.32999
29.9,-34.12999
28.7,-34.67999
27.15,-34.84999
25.2,-34.51999
22.6,-33.41
19.7,-31.65999
16.74,-29.37
14,-26.83999
11.59,-24.22999
9.5,-21.62
7.79,-19.12
6.4,-16.67999
5.29,-14.27999
4.2,-11.85999
3.29,-9.599995
2.4,-7.639995
1.8,-6.059995
1.2,-4.509995
0.44,-2.599995
-0.5,-0.2799951
-1.56,2.190005
-2.6,4.440005
-3.4,6.140005
-3.8,7.320005
-3.9,7.770005
-3.9,7.710005
-4.15,7.350005
-4.7,7.190005
-5.1,7.680005
-5.3,8.570004
-5,9.420005
-4.7,9.940004
-4.4,10.15
-4.3,10.31
-4.45,10.52
-4.7,10.68001
-4.9,10.57
-5.1,10.17
-4.85,9.630005
-4.3,9.360004
-3.8,9.540005
-3.8,9.770004
-4.3,9.570004
18.75,9.970005
19.73,9.450005
20.7,8.670005
21.93,7.580005
23.45,6.340005
25.1,5.130005
26.8,3.960005
28.7,2.610005
30.75,0.8200049
32.76,-1.539995
34.45,-4.229995
35.53,-6.979995
36.25,-9.659995
36.78,-12.21999
37.2,-14.75
37.51,-17.27999
37.65,-19.71
37.6,-21.75999
37.65,-23.39999
37.58,-24.77999
37.4,-26.30999
37.06,-28.46999
36.55,-31.16999
35.63,-33.93999
34.4,-36.17999
32.9,-37.37999
31.35,-37.78999
29.82,-37.51999
28.1,-36.82
25.87,-35.66
23.2,-34.14
20.49,-32.28999
17.85,-30.15999
15.44,-27.65999
13.25,-24.81999
11.22,-21.83999
9.4,-18.98999
7.69,-16.45
6.25,-14.08999
5.02,-11.87
4.1,-9.799994
3.4,-8.009995
2.65,-6.379995
1.9,-4.649995
1.1,-2.619995
0.39,-0.2699951
-0.4,2.130005
-1.31,4.250005
-2.05,5.930005
-2.38,6.740005
-2.45,6.740005
-2.55,6.110005
-2.95,5.600005
-3.7,5.960005
-4.4,7.180005
-4.7,8.780005
-4.65,9.980004
-4.5,10.37
-4.25,10.26
-4.15,9.990005
-4.1,9.900004
-4.08,10.13
-3.95,10.41
-3.62,10.52
-3.2,10.44
-2.55,10.26
-1.95,9.990005
-1.67,9.500005
15.8,12.61
16.6,11.56
17.6,10.92
19.65,10.5
22.5,9.860004
25.8,8.790005
28.9,7.370005
31.6,5.490005
34.1,3.190005
36.46,0.5400048
38.6,-2.239995
40.46,-4.989995
42,-7.709995
43.06,-10.49
43.4,-13.37999
43.16,-16.35999
42.6,-19.29
42.05,-21.80999
41.6,-23.63
40.95,-24.56999
40,-25.25999
39.05,-26.71
38.2,-29.39999
37.26,-33.34999
36,-37.28999
34.3,-39.98999
32.3,-41.25999
30.15,-41.05999
28.2,-40.16
26.55,-38.96
24.9,-37.71999
23.15,-36.30999
21.1,-34.48
18.69,-31.88999
16.2,-28.76999
13.99,-25.39999
12,-22.09999
10.09,-19.06999
8.3,-16.3
6.79,-13.81999
5.8,-11.54
5.24,-9.519995
4.7,-7.709995
4.05,-5.989995
3.4,-4.089995
2.74,-1.819995
2.1,0.5800049
1.35,2.710005
0.6,4.330005
0.09999999,5.170005
-0.09999999,5.410005
-0.09999999,5.120005
0,4.790005
-0.25,4.970005
-0.9,5.900005
-2,7.540005
-3.1,9.080005
-3.7,9.770004
-3.8,9.690004
-3.5,9.210005
-3.2,9.080005
-2.85,9.690004
-2.3,10.51
-1.9,11
-1.7,11.07
-1.7,10.79
-1.7,10.33
-1.45,9.660005
14.8,14.24
16.8,14.39
19,14.95
22.05,15.4
25.55,15.12
28.38,13.79
30.15,11.8
31.36,9.430005
32.95,6.860005
34.83,3.880005
36.65,0.5700049
38.36,-2.749995
40,-5.789995
41.23,-8.409995
41.9,-10.99
42.56,-13.79
43.55,-16.8
44.93,-19.89999
45.85,-23.01999
45.53,-25.88
44.3,-28.10999
42.53,-29.72999
40.6,-31.63999
38.86,-34.50999
37.1,-37.68999
35.45,-40.14
33.8,-41.44999
31.9,-41.52999
30,-41.09999
28.4,-40.60999
27.05,-40.28999
25.92,-39.89999
24.35,-38.84999
22.07,-36.58999
19.3,-33.48
16.62,-29.88999
14.3,-26.13
12.24,-22.32999
10.5,-18.72999
9.12,-15.66999
8.05,-12.97999
7.37,-10.58
6.75,-8.449995
6.32,-6.779995
5.95,-5.289995
5.32,-3.499995
4.5,-1.309995
3.72,0.9100049
3.15,2.720005
2.77,3.780005
2.4,4.320005
2.05,4.410005
1.85,4.380005
1.8,4.440005
1.6,4.800005
0.72,5.880005
-0.5,7.460005
-1.45,8.710005
-1.8,9.010005
-1.72,8.450005
-1.6,8.210005
-1.3,9.010005
-0.85,10.02
-0.62,10.35
-0.8,10.19
-1.1,10.12
-1.15,10.36
-0.73,10.58
17.1,20.38
19.65,21.87
21.8,22.34
23.55,21.58
25.3,20.2
27.15,18.45
29.1,16.36
31.5,14.07
34.4,11.66
37.11,8.660005
39.1,4.900005
40.06,0.5800049
40.6,-3.609995
40.86,-7.319995
40.9,-10.79
41.01,-14.00999
41.7,-16.82999
43.3,-19.12
44.8,-21.48999
45.06,-24.51999
44.3,-27.80999
43.41,-30.82999
42.5,-33.82
41.11,-37.07
39.1,-39.92999
37.25,-41.41999
35.8,-41.89999
34.8,-41.94999
33.7,-42.08999
32,-42.32999
29.8,-42.46999
27.65,-42.34999
25.8,-41.78999
23.94,-40.30999
21.7,-37.91999
19.14,-34.41999
16.7,-30.17999
14.34,-25.50999
12.3,-21.08999
11.04,-17.60999
10.1,-14.77999
9.04,-12.17
7.8,-9.599995
6.9,-7.509995
6.5,-5.929995
6.25,-4.449995
6.1,-2.609995
5.94,-0.5299951
5.8,1.320005
5.55,2.490005
5.1,3.130005
4.35,3.420005
3.7,3.690005
3.35,3.830005
3.2,3.830005
2.95,4.260005
2.2,5.670005
1.35,7.590005
0.8,8.600005
0.65,8.020004
0.5,7.250005
0.4,7.540005
0.6,8.360004
0.65,8.680005
